dataset,alpha,tau_label,tau_value,group,group_n,method,rep,r,ell,k,q,test_matrix_scaling,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,rp_draw_omega_sec,rp_test_matrix_entry_std,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,eigen_decomposition_wall_sec,ARI_true,NMI_true,F1_macro_true,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Gaussian RP,2,0,18,18,1,by_dim,0.005282042000089859,0.6957211660001121,0.701003208000202,0.0005830830000377318,0.23570226039551587,0.0010419589998491574,0.002050459000201954,0.0012345000000095752,9.67080000009446e-05,0.00017312499994659447,0.0051798340000459575,0.046280677161789435,0.1318258895772806,0.18353725675661206,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Gaussian RP,2,0,18,18,1,by_dim,0.005282042000089859,0.6957211660001121,0.701003208000202,0.0005830830000377318,0.23570226039551587,0.0010419589998491574,0.002050459000201954,0.0012345000000095752,9.67080000009446e-05,0.00017312499994659447,0.0051798340000459575,0.23492979258840788,0.39180897789096464,0.32599569129716155,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Degree-stratified RP,2,0,18,18,1,by_dim,0.009216000000378699,0.552253125000334,0.5614691250007127,,,,,,,,0.008909247999781655,0.06565922871145351,0.16380913490563695,0.18890878274028636,0.00022537499989994103,0.0019179579999217822,0.002926749999915046,0.003024707999884413,0.0006006660000821284,7.191600025180378e-05,0.00014187499982654117,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Degree-stratified RP,2,0,18,18,1,by_dim,0.009216000000378699,0.552253125000334,0.5614691250007127,,,,,,,,0.008909247999781655,0.01878133924891426,0.08531922694976281,0.14159439954691455,0.00022537499989994103,0.0019179579999217822,0.002926749999915046,0.003024707999884413,0.0006006660000821284,7.191600025180378e-05,0.00014187499982654117,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Degree-stratified RP,2,0,18,18,1,by_dim,0.009216000000378699,0.552253125000334,0.5614691250007127,,,,,,,,0.008909247999781655,0.05681238703635433,0.17680684602665284,0.17865030019496336,0.00022537499989994103,0.0019179579999217822,0.002926749999915046,0.003024707999884413,0.0006006660000821284,7.191600025180378e-05,0.00014187499982654117,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Degree-stratified RP,2,0,18,18,1,by_dim,0.009216000000378699,0.552253125000334,0.5614691250007127,,,,,,,,0.008909247999781655,0.2552363125423266,0.3925649485822499,0.25038965330144725,0.00022537499989994103,0.0019179579999217822,0.002926749999915046,0.003024707999884413,0.0006006660000821284,7.191600025180378e-05,0.00014187499982654117,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Gaussian RP,3,0,18,18,1,by_dim,0.0067192500000601285,0.6861582500000623,0.6928775000001224,0.0006432919999497244,0.23570226039551587,0.002692208000098617,0.0019439579996287648,0.0011321249999127758,8.43749999148713e-05,0.0001729999999042775,0.006668957999409031,0.06129735932576778,0.14013966618207585,0.20780307629387218,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Gaussian RP,3,0,18,18,1,by_dim,0.0067192500000601285,0.6861582500000623,0.6928775000001224,0.0006432919999497244,0.23570226039551587,0.002692208000098617,0.0019439579996287648,0.0011321249999127758,8.43749999148713e-05,0.0001729999999042775,0.006668957999409031,0.020783712230678347,0.07601569729722972,0.13672973081415277,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Gaussian RP,3,0,18,18,1,by_dim,0.0067192500000601285,0.6861582500000623,0.6928775000001224,0.0006432919999497244,0.23570226039551587,0.002692208000098617,0.0019439579996287648,0.0011321249999127758,8.43749999148713e-05,0.0001729999999042775,0.006668957999409031,0.043249256003064764,0.13086053797383873,0.1619005143185605,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Gaussian RP,3,0,18,18,1,by_dim,0.0067192500000601285,0.6861582500000623,0.6928775000001224,0.0006432919999497244,0.23570226039551587,0.002692208000098617,0.0019439579996287648,0.0011321249999127758,8.43749999148713e-05,0.0001729999999042775,0.006668957999409031,0.24035007305382258,0.383882405343534,0.3645193475557273,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Degree-stratified RP,3,0,18,18,1,by_dim,0.00726924999980838,0.5122801249999611,0.5195493749997695,,,,,,,,0.007178917000601359,0.08585608218395277,0.2000657821934634,0.22562471652842347,0.00024858400001903647,0.001727584000036586,0.0019586250000429573,0.0018901250000453729,0.0011938330003431474,4.8583000079815974e-05,0.0001115830000344431,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Degree-stratified RP,3,0,18,18,1,by_dim,0.00726924999980838,0.5122801249999611,0.5195493749997695,,,,,,,,0.007178917000601359,0.02573140799351936,0.10752376298423204,0.15104637716627964,0.00024858400001903647,0.001727584000036586,0.0019586250000429573,0.0018901250000453729,0.0011938330003431474,4.8583000079815974e-05,0.0001115830000344431,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Degree-stratified RP,3,0,18,18,1,by_dim,0.00726924999980838,0.5122801249999611,0.5195493749997695,,,,,,,,0.007178917000601359,0.07487342436347255,0.2056739812379117,0.20924192448370346,0.00024858400001903647,0.001727584000036586,0.0019586250000429573,0.0018901250000453729,0.0011938330003431474,4.8583000079815974e-05,0.0001115830000344431,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Degree-stratified RP,3,0,18,18,1,by_dim,0.00726924999980838,0.5122801249999611,0.5195493749997695,,,,,,,,0.007178917000601359,0.292944525919366,0.4569590062884827,0.34054160984507537,0.00024858400001903647,0.001727584000036586,0.0019586250000429573,0.0018901250000453729,0.0011938330003431474,4.8583000079815974e-05,0.0001115830000344431,8.0,1.0,3.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=2;[4,8):n=1786,ell=3;[8,16):n=1265,ell=3;[16,32):n=576,ell=3;[32,64):n=212,ell=2;[64,128):n=46,ell=2;[128,256):n=6,ell=1"
lastfm-asia-scaled-by-dim,0.5,0,0.0,all,7624,Gaussian RP,4,0,18,18,1,by_dim,0.004198749999886786,0.6164381250000588,0.6206368749999456,0.0006052919998182915,0.23570226039551587,0.0009857919999376463,0.002027042000008805,0.000427625000156695,4.479199969864567e-05,9.133300000030431e-05,0.004181875999620388,0.0673461022099,0.15024871862193714,0.21254167184206657,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,low_deg_1_2,2942,Gaussian RP,4,0,18,18,1,by_dim,0.004198749999886786,0.6164381250000588,0.6206368749999456,0.0006052919998182915,0.23570226039551587,0.0009857919999376463,0.002027042000008805,0.000427625000156695,4.479199969864567e-05,9.133300000030431e-05,0.004181875999620388,0.02727536349327183,0.08367731180274696,0.14553354246767625,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,mid_deg_3_8,2847,Gaussian RP,4,0,18,18,1,by_dim,0.004198749999886786,0.6164381250000588,0.6206368749999456,0.0006052919998182915,0.23570226039551587,0.0009857919999376463,0.002027042000008805,0.000427625000156695,4.479199969864567e-05,9.133300000030431e-05,0.004181875999620388,0.04866434889551242,0.140694865798918,0.18993920595240332,,,,,,,,,,,
lastfm-asia-scaled-by-dim,0.5,0,0.0,high_deg_9_plus,1835,Gaussian RP,4,0,18,18,1,by_dim,0.004198749999886786,0.6164381250000588,0.6206368749999456,0.0006052919998182915,0.23570226039551587,0.0009857919999376463,0.002027042000008805,0.000427625000156695,4.479199969864567e-05,9.133300000030431e-05,0.004181875999620388,0.24611938759890523,0.39360316358719577,0.3025750627698559,,,,,,,,,,,
