n,method,rep,seed,K,m,rho_n,rho_n_multiplier,rho_n_base_equivalent,density_regime,num_hyperedges_total,theta_nnz,theta_density,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
8000,CountSketch random projection,9,820260515,3,3,16.0,4.0,4.0,rho_n_x4,160566,961378,0.01502153125,0.0,1.0,1.0,7.243872666000016,0.6575618749998284,0.708258375000014,0.02571075000014389,0,0.0,60.21225,92.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0008479170001010061,163,33,66,0,0.013883041999861234,0.43591954200019245,0.13624733400001787,0.05741562499997599,0.008890832999895792,0.000324583000065104,0.6535993749998852,0.00032141699989551853,0.054333042000052956,0.9999988237319953,0.657996148756201,8.609688374999678,9e-06,1e-06,sparse,14.822633000000224,10.113243832999842,93.47527980804443,587.15234375,600.328125,13.17578125
8000,CountSketch random projection,10,820260516,3,3,16.0,4.0,4.0,rho_n_x4,161445,966250,0.01509765625,0.0,1.0,1.0,7.132883083999786,0.6709414590000051,0.720403000000033,0.029506708000099025,0,0.0,60.541875,92.0,161067.88296000002,20.133485370000002,60.40045611000001,0.11102778472309038,0.0007740000000922009,163,31,65,0,0.014108541000041441,0.4364849169999161,0.14257212500001515,0.05909704099985902,0.009450458999936018,0.0003277920000073209,0.6629037090001475,0.0004010420000213344,0.05709224999986873,0.999998891433534,0.6571704303873214,8.524221543999829,9e-06,1e-06,sparse,14.907156000000214,10.047160333999955,93.96807765960693,600.328125,600.984375,0.65625
9000,CountSketch random projection,1,920260507,3,3,16.0,4.0,4.0,rho_n_x4,180679,1082702,0.013366691358024691,0.0,1.0,1.0,8.05712491700001,0.7579520829999637,0.8401941250001528,0.029376917000035974,0,0.0,60.226333333333336,91.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008461249999527354,163,36,75,0,0.019144417000006797,0.5296596250000221,0.15618416699999216,0.06672691700009636,0.009676416000047539,0.00043637499993565143,0.782750791999888,0.00035320799997862196,0.05708562500012704,0.9999986274250412,0.6556882150593161,9.655266624999967,7.111111111111111e-06,7.901234567901235e-07,sparse,16.488612999999987,11.383080999999947,105.29065227508545,600.984375,635.10546875,34.12109375
9000,CountSketch random projection,2,920260508,3,3,16.0,4.0,4.0,rho_n_x4,181525,1087478,0.013425654320987654,0.0,1.0,1.0,7.983743458999925,0.7501267079999252,0.8246029169999929,0.02832862499985822,0,0.0,60.50833333333333,94.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008039169999847218,163,38,71,0,0.017073415999902863,0.5191612080000141,0.1532858750001651,0.06622970800003714,0.008256124999888925,0.0003582090000691096,0.7652318329999162,0.00034033299994007393,0.05902624999998807,0.9999988585917544,0.657592490659346,9.558468582999694,7.111111111111111e-06,7.901234567901235e-07,sparse,16.36239899999964,11.288010665999991,105.7588529586792,635.10546875,638.09765625,2.9921875
9000,CountSketch random projection,3,920260509,3,3,16.0,4.0,4.0,rho_n_x4,180953,1084190,0.013385061728395061,0.0,1.0,1.0,7.933584834000158,0.7463517499998034,0.8252760830000625,0.02919816600001468,0,0.0,60.31766666666667,90.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008417500000632572,163,40,84,0,0.016339540999979363,0.5110866250001891,0.16097079199994369,0.06586433400002534,0.009463708000112092,0.0004137500000069849,0.7651016249999429,0.00036924999994880636,0.05979820800007474,0.999998782645881,0.6567919900641238,9.505205666999927,7.111111111111111e-06,7.901234567901235e-07,sparse,16.179803999999876,11.236814792000132,105.43130779266357,637.3671875,624.703125,-12.6640625
9000,CountSketch random projection,4,920260510,3,3,16.0,4.0,4.0,rho_n_x4,180941,1084158,0.013384666666666666,0.0,1.0,1.0,8.05191858299986,0.7138078330001463,0.9428495000001931,0.028239665999990393,0,0.0,60.31366666666667,91.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.000791666000168334,163,35,77,0,0.01600837500018315,0.6280401249998704,0.15712970799995674,0.07274354200012567,0.008795209000027171,0.0006942080001408613,0.8843283329999849,0.0003835420000086742,0.05813045800005057,0.9999985486041936,0.6563827732135296,9.708568749000051,7.111111111111111e-06,7.901234567901235e-07,sparse,16.40579600000001,11.557132249999995,105.43081569671631,624.703125,619.84375,-4.859375
9000,CountSketch random projection,5,920260511,3,3,16.0,4.0,4.0,rho_n_x4,180466,1081190,0.013348024691358025,0.0,1.0,1.0,8.179573083999912,0.7497215829998822,0.9146591249998437,0.02836475000003702,0,0.0,60.15533333333333,93.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0007932910000363336,163,36,80,0,0.015513833000113664,0.5986090829999284,0.15864812500012704,0.07318795800006228,0.008629374999827633,0.00033374999998159183,0.855777291999857,0.00034441699995113595,0.05853304100014611,0.9999983508114606,0.6581363855532794,9.843949416999749,7.111111111111111e-06,7.901234567901235e-07,sparse,16.531622000000425,11.62457504200006,105.15038204193115,619.84375,618.8203125,-1.0234375
9000,CountSketch random projection,6,920260512,3,3,16.0,4.0,4.0,rho_n_x4,181526,1087480,0.01342567901234568,0.0,1.0,1.0,8.304805208000062,0.8047397909999745,1.015849542000069,0.03117420800003856,0,0.0,60.50866666666667,91.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0007840839998607407,163,35,71,0,0.016824457999973674,0.6889216250001482,0.16135816599989994,0.07290533400009735,0.010136624999859123,0.0007149169998683647,0.9517555420000008,0.0004452910000054544,0.06364220900013606,0.9999987667762213,0.6570423425997538,10.125388041000178,7.111111111111111e-06,7.901234567901235e-07,sparse,16.59653299999991,11.941153832999817,105.75912380218506,618.8203125,618.84375,0.0234375
9000,CountSketch random projection,7,920260513,3,3,16.0,4.0,4.0,rho_n_x4,181240,1085894,0.0134060987654321,0.0,1.0,1.0,8.202702541999997,0.7354454170001645,0.815832207999847,0.02855204100001174,0,0.0,60.413333333333334,93.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008438330000899441,163,35,76,0,0.01555499999994936,0.5134501669999736,0.14985425000008945,0.06717783399994914,0.00817945900007544,0.00036554200005411985,0.755515374999959,0.000522249999903579,0.05978862500001014,0.9999986323680523,0.656609948574995,9.753974209000035,7.111111111111111e-06,7.901234567901235e-07,sparse,16.51386199999979,11.433167291000018,105.59934139251709,618.84375,617.91015625,-0.93359375
9000,CountSketch random projection,8,920260514,3,3,16.0,4.0,4.0,rho_n_x4,180773,1083306,0.013374148148148149,0.0,1.0,1.0,8.168444791000184,0.7810267910001585,0.893349292000039,0.03523124999992433,0,0.0,60.257666666666665,93.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008842909999202675,163,40,75,0,0.015664791999824956,0.5619609590000891,0.16723875000002408,0.07734179199997016,0.010790374999942287,0.00046508299988090585,0.8344563749999452,0.0005870830000276328,0.058297125000080996,0.9999986648538968,0.6563392668667937,9.842812165000396,7.111111111111111e-06,7.901234567901235e-07,sparse,16.57515500000045,11.683948916999952,105.34401226043701,617.91015625,617.91015625,0.0
9000,CountSketch random projection,9,920260515,3,3,16.0,4.0,4.0,rho_n_x4,181803,1089700,0.013453086419753086,0.0,1.0,1.0,8.088590000000067,0.7564309580000099,0.8353356669999812,0.02903083399996831,0,0.0,60.601,92.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.0008309590000408207,163,39,75,0,0.016506250000020373,0.5299898329999451,0.15214429200000268,0.06744549999984883,0.010355459000038536,0.00039570800004185003,0.7777547499999855,0.0005354999998417043,0.05703991599989422,0.9999989801603772,0.6571864826612581,9.680351123999799,7.111111111111111e-06,7.901234567901235e-07,sparse,16.43996700000025,11.350342583999918,105.9529218673706,617.91015625,617.16015625,-0.75
9000,CountSketch random projection,10,920260516,3,3,16.0,4.0,4.0,rho_n_x4,180989,1084408,0.013387753086419754,0.0,1.0,1.0,7.99319879199993,0.7456295000001774,0.8297602500001631,0.028737624999848776,0,0.0,60.32966666666667,91.0,181216.02133333334,20.135113481481483,60.40534044444445,0.11103703429446768,0.000864042000102927,163,38,79,0,0.016456957999935184,0.5210117910000918,0.1537898750000295,0.06833712499997091,0.008141792000060377,0.0003276669999650039,0.7689968330000738,0.0003455000000940345,0.06041349999986778,0.9999987090662974,0.6589669413073356,9.568584125000143,7.111111111111111e-06,7.901234567901235e-07,sparse,16.4604360000003,11.318092999999863,105.4542760848999,616.16015625,615.91015625,-0.25
10000,CountSketch random projection,1,1020260507,3,3,16.0,4.0,4.0,rho_n_x4,201143,1206408,0.01206408,0.0,1.0,1.0,8.934033666000005,0.8259105420002015,0.9693250420000368,0.03188737499999661,0,0.0,60.3429,92.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008088329998372501,163,41,80,0,0.01901283400002285,0.6202212910000071,0.182381709000083,0.07734212499985915,0.007725000000164073,0.0005719579999095004,0.9081416250000984,0.00038883399997757806,0.06079016700005013,0.9999983129023008,0.6575555835250577,10.729264834000332,5.76e-06,6.4e-07,sparse,17.969882999999754,12.668403958999988,117.31961250305176,615.91015625,623.98828125,8.078125
10000,CountSketch random projection,2,1020260508,3,3,16.0,4.0,4.0,rho_n_x4,201478,1208646,0.01208646,0.0,1.0,1.0,8.886527084000136,0.8553400000000693,0.959192375000157,0.031816667000157395,0,0.0,60.4434,90.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008969160001015553,163,43,86,0,0.01845954200007327,0.6160885409999537,0.1725436249998893,0.07704229199998736,0.007937166999909095,0.0003859170001305756,0.8934220420001111,0.00036870799999633164,0.06539745800000674,0.999998569113633,0.6567433193170404,10.70105529200032,5.76e-06,6.4e-07,sparse,18.12340600000016,12.654823750000105,117.5233793258667,623.98828125,623.96484375,-0.0234375
10000,CountSketch random projection,3,1020260509,3,3,16.0,4.0,4.0,rho_n_x4,201438,1208102,0.01208102,0.0,1.0,1.0,8.920424292000007,0.8128346250000504,1.0620681670000067,0.03258400000004258,0,0.0,60.4314,92.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008122080000703136,163,37,81,0,0.017391082999893115,0.6867084999998951,0.19032854199986105,0.09214920799990978,0.010782250000147542,0.0006287909998263785,0.998897665999948,0.000608667000051355,0.06255504099999598,0.9999985961928638,0.6580623607833067,10.795320291000053,5.76e-06,6.4e-07,sparse,17.793199000000186,12.678996459000018,117.47949504852295,623.96484375,625.453125,1.48828125
10000,CountSketch random projection,4,1020260510,3,3,16.0,4.0,4.0,rho_n_x4,201172,1206484,0.01206484,0.0,1.0,1.0,9.063622874999965,0.8815388749999329,0.9867280000000846,0.03575662499997634,0,0.0,60.3516,92.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008940419997998106,163,44,81,0,0.018744207999816354,0.6343613330000153,0.18325808400004462,0.07804066699986834,0.009326667000095767,0.0006842500001766894,0.9253948329999275,0.00038325000014083344,0.06094416700011607,0.9999983879497273,0.6559430580722229,10.931884000000082,5.76e-06,6.4e-07,sparse,18.106381000000056,12.891465708999931,117.32751369476318,624.453125,626.59375,2.140625
10000,CountSketch random projection,5,1020260511,3,3,16.0,4.0,4.0,rho_n_x4,200505,1202812,0.01202812,0.0,1.0,1.0,8.922875874999818,0.8211596659998577,1.290185665999843,0.03601033299992196,0,0.0,60.1515,92.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008627080001133436,163,42,83,0,0.018183292000003348,0.7440754169999764,0.2770106250000026,0.17357379100008075,0.010929957999906037,0.0005517500001133158,1.225281750000022,0.0004292500000246946,0.06446933299980628,0.9999983084046178,0.6575508172870664,11.034215873999528,5.76e-06,6.4e-07,sparse,17.786095999999816,12.99717858300005,116.9559965133667,626.59375,628.3828125,1.7890625
10000,CountSketch random projection,6,1020260512,3,3,16.0,4.0,4.0,rho_n_x4,201557,1208826,0.01208826,0.0,1.0,1.0,9.126774249999926,0.8668496249999862,1.0223419169999488,0.031656333000000814,0,0.0,60.4671,91.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0009525830000711721,163,44,85,0,0.018438208000134182,0.6600258749999739,0.19319929199991748,0.07982766700001775,0.009175708000157101,0.000495708000016748,0.9622185840000839,0.00039404199992532085,0.05972437500008709,0.9999982571399498,0.6556859186612048,11.015960876000008,5.76e-06,6.4e-07,sparse,18.269431000000168,12.993493250000029,117.55286693572998,628.3828125,626.70703125,-1.67578125
10000,CountSketch random projection,7,1020260513,3,3,16.0,4.0,4.0,rho_n_x4,202327,1213380,0.0121338,0.0,1.0,1.0,8.896710167000037,0.8583593749999636,0.9646441250001772,0.03137074999995093,0,0.0,60.6981,93.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008959580000009737,163,39,82,0,0.017797874999814667,0.6289831250001043,0.17249483299997337,0.07630712499985748,0.00886116700007733,0.00043945900006292504,0.9058496249999735,0.0003974170001583843,0.05839229200000773,0.9999986305171414,0.6574813321681331,10.71970887600014,5.76e-06,6.4e-07,sparse,18.083611999999903,12.657690667000224,117.99103450775146,626.70703125,628.25390625,1.546875
10000,CountSketch random projection,8,1020260514,3,3,16.0,4.0,4.0,rho_n_x4,201881,1211176,0.01211176,0.0,1.0,1.0,8.911484542000153,0.8740159159999621,0.999715249999781,0.03178841699991608,0,0.0,60.5643,89.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008114999998269923,163,43,80,0,0.017596542000092086,0.6294445410001117,0.18844304200001716,0.09237337500007925,0.00850545899993449,0.0004303340001570177,0.9376755419998517,0.0003972919998886937,0.061637291000124605,0.9999985256631941,0.6564772744914453,10.78521058299998,5.76e-06,6.4e-07,sparse,17.654983000000357,12.644940625000118,117.76187419891357,627.25390625,614.515625,-12.73828125
10000,CountSketch random projection,9,1020260515,3,3,16.0,4.0,4.0,rho_n_x4,200967,1205358,0.01205358,0.0,1.0,1.0,8.894400542000085,0.7874507500000618,0.9306761670000014,0.031318166999881214,0,0.0,60.2901,90.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0007916669999303849,163,41,92,0,0.017149249999874883,0.5910049169999638,0.17203637500006153,0.07869249999998829,0.008008458000176688,0.0004807089999303571,0.8682379589999982,0.0004483339998841984,0.061985375000176646,0.9999984792597358,0.6563230915902954,10.612522960000206,5.76e-06,6.4e-07,sparse,17.736435999999685,12.550720124999998,117.2026777267456,614.515625,617.78125,3.265625
10000,CountSketch random projection,10,1020260516,3,3,16.0,4.0,4.0,rho_n_x4,201113,1206030,0.0120603,0.0,1.0,1.0,8.861739124999986,0.7959496660000696,0.9193793330000517,0.03144929200016122,0,0.0,60.3339,90.0,201364.17303552,20.136417303552,60.409251910656,0.11104444888977795,0.0008563339999909658,163,40,85,0,0.01721870799997305,0.5769337499998528,0.17512508300001173,0.0800986249998914,0.007943457999999737,0.0003803330000664573,0.8586210410001058,0.00036987499993301753,0.060382875000186687,0.9999982599757066,0.6583248812919902,10.57706258200028,5.76e-06,6.4e-07,sparse,17.729855999999927,12.49989033299994,117.28966426849365,617.78125,616.953125,-0.828125
