n,rep,seed,K,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_laplacian_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,hypergraph_degree_mean,hypergraph_degree_max,zhou_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,rho_n,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rho_label,rho_schedule_value
9000,3,9020287429,3,3,103389,0.00044444444444444447,0.9986668149136351,0.9964967071961015,2.6565913750091568,0.19039208302274346,0.08009616704657674,0.028764415998011827,0,34.463,58.0,625874,0.016368124983273447,7.225002627819777e-05,0.06365170900244266,2.9270755420438945,9.104979856318357,4.0466577139192696e-06,4.4962863487991885e-07,sparse,5.46226200000001,3.276753499987535,52.74099826812744,370.53125,371.5625,1.03125,rho_log_n,9.104979856318357
9000,4,9020287430,3,3,103149,0.0003333333333333333,0.9990001667345998,0.9974075905326999,2.6507480000145733,0.17741895897779614,0.0775595000013709,0.026064042001962662,0,34.383,55.0,624482,0.01606262498535216,8.14161030575633e-05,0.06141283398028463,2.905723834061064,9.104979856318357,4.0466577139192696e-06,4.4962863487991885e-07,sparse,5.461987000000022,3.219453459023498,52.62385940551758,371.5625,389.0625,17.5,rho_log_n,9.104979856318357
9000,5,9020287431,3,3,103058,0.0005555555555555556,0.9983336854383824,0.9955858911726474,2.655750500038266,0.178480957983993,0.07634258305188268,0.026199584011919796,0,34.352666666666664,59.0,623944,0.01606908394023776,8.283392526209354e-05,0.060188167029991746,2.9105715429177508,9.104979856318357,4.0466577139192696e-06,4.4962863487991885e-07,sparse,5.459630000000004,3.218258499982767,52.57578372955322,389.0625,388.640625,-0.421875,rho_log_n,9.104979856318357
10000,1,10020290427,3,3,115607,0.0007,0.9979008703420785,0.9944469161156998,2.97997820796445,0.20948749990202487,0.07405900000594556,0.03301779204048216,0,34.6821,60.0,700240,0.010474834009073675,7.137504871934652e-05,0.06350866705179214,3.26352058397606,9.210340371976184,3.3157225339114263e-06,3.6841361487904733e-07,sparse,5.848611000000005,3.6325663330499083,59.020774841308594,388.640625,413.453125,24.8125,rho_log_n,9.210340371976184
10000,2,10020290428,3,3,115830,0.0005,0.998500615130535,0.9961532012177499,3.000859332969412,0.20982200000435114,0.07948504202067852,0.02821445802692324,0,34.749,58.0,701550,0.017561750020831823,6.970798131078482e-05,0.06185091601219028,3.2901637069880962,9.210340371976184,3.3157225339114263e-06,3.6841361487904733e-07,sparse,5.746527999999955,3.649972666054964,59.133466720581055,412.453125,429.140625,16.6875,rho_log_n,9.210340371976184
10000,3,10020290429,3,3,115910,0.0001,0.9996999700000048,0.99917061019078,3.0131751250009984,0.2222448328975588,0.10029029101133347,0.03844708309043199,0,34.773,60.0,701880,0.018756959005258977,9.370897896587849e-05,0.0814360830700025,3.3357067089527845,9.210340371976184,3.3157225339114263e-06,3.6841361487904733e-07,sparse,5.917348000000004,3.7138195829465985,59.15674877166748,429.140625,432.6875,3.546875,rho_log_n,9.210340371976184
10000,4,10020290430,3,3,115906,0.0001,0.9996999700000048,0.99917061019078,3.0939285419881344,0.21672458306420594,0.07995179202407598,0.03028612502384931,0,34.7718,59.0,702034,0.010744165978394449,8.604198228567839e-05,0.06911799998488277,3.3906013329979032,9.210340371976184,3.3157225339114263e-06,3.6841361487904733e-07,sparse,5.934497000000022,3.7578397499164566,59.16487693786621,432.6875,423.984375,-8.703125,rho_log_n,9.210340371976184
10000,5,10020290431,3,3,115636,0.0004,0.9988002401080408,0.9969348672016456,2.9865759999956936,0.21774604101665318,0.09785875002853572,0.031190666020847857,0,34.6908,57.0,700422,0.01926716708112508,7.929198909550905e-05,0.07850908406544477,3.302177584148012,9.210340371976184,3.3157225339114263e-06,3.6841361487904733e-07,sparse,5.913050999999996,3.6774095409782603,59.033315658569336,423.984375,426.296875,2.3125,rho_log_n,9.210340371976184
1000,1,1020263427,3,3,17239,0.0,1.0,1.0,0.4442923750029877,0.03213883296120912,0.03021833300590515,0.004189374973066151,0,51.717,76.0,97144,0.0020210000220686197,3.2334006391465664e-05,0.028161583933979273,0.5066461259266362,13.815510557964274,0.0004973583800867139,5.52620422318571e-05,sparse,1.1784620000000245,0.5533500830642879,7.999755859375,426.296875,426.296875,0.0,rho_2log_n,13.815510557964274
1000,2,1020263428,3,3,17051,0.0,1.0,1.0,0.4721672920277342,0.03057283302769065,0.0315107909264043,0.004169708001427352,0,51.153,78.0,96192,0.0018715830519795418,3.045797348022461e-05,0.02960533299483359,0.5342474990757182,13.815510557964274,0.0004973583800867139,5.52620422318571e-05,sparse,2.4124559999999633,0.5792764170328155,7.916986465454102,426.296875,426.3125,0.015625,rho_2log_n,13.815510557964274
1000,3,1020263429,3,3,17323,0.0,1.0,1.0,0.4795832079835236,0.03099700005259365,0.03199670906178653,0.007175416103564203,0,51.969,79.0,97494,0.0022122079972177744,3.104202914983034e-05,0.029750791960395873,0.5425742500228807,13.815510557964274,0.0004973583800867139,5.52620422318571e-05,sparse,2.542609999999968,0.5980135420104489,8.024750709533691,426.3125,426.625,0.3125,rho_2log_n,13.815510557964274
1000,4,1020263430,3,3,17326,0.0,1.0,1.0,0.483321417006664,0.03196845797356218,0.024173540994524956,0.004918749909847975,0,51.978,76.0,97542,0.0019270830089226365,3.287498839199543e-05,0.02221112500410527,0.5394609579816461,13.815510557964274,0.0004973583800867139,5.52620422318571e-05,sparse,2.4243169999999736,0.5977382080163807,8.030038833618164,426.625,426.640625,0.015625,rho_2log_n,13.815510557964274
1000,5,1020263431,3,3,17279,0.0,1.0,1.0,0.480208000051789,0.03237383393570781,0.02929837501142174,0.009457375039346516,0,51.837,75.0,97452,0.0020705839851871133,3.729201853275299e-05,0.027185000013560057,0.5418747100047767,13.815510557964274,0.0004973583800867139,5.52620422318571e-05,sparse,2.336463999999978,0.6054033749969676,8.023412704467773,426.640625,427.140625,0.5,rho_2log_n,13.815510557964274
2000,1,2020266427,3,3,38381,0.0,1.0,0.9999999999999998,1.0325917499139905,0.0680143340723589,0.041193208075128496,0.006513584055937827,0,57.5715,85.0,222976,0.0038856250466778874,4.595797508955002e-05,0.037257458083331585,1.1417951250914484,15.201804919084164,0.00013681624427175747,1.5201804919084165e-05,sparse,3.473729999999989,1.2650652079610154,18.60883331298828,427.140625,403.234375,-23.90625,rho_2log_n,15.201804919084164
2000,2,2020266428,3,3,38445,0.0,1.0,0.9999999999999998,1.034924166975543,0.07431829092092812,0.14002887497190386,0.011816999991424382,0,57.6675,84.0,223228,0.004191917018033564,0.00037516700103878975,0.1354577080346644,1.2492672499502078,15.201804919084164,0.00013681624427175747,1.5201804919084165e-05,sparse,2.72805900000003,1.524806624976918,18.632311820983887,403.234375,292.109375,-111.125,rho_2log_n,15.201804919084164
2000,3,2020266429,3,3,38215,0.0,1.0,0.9999999999999998,1.0417669580783695,0.07127641700208187,0.04604770801961422,0.011660791002213955,0,57.3225,82.0,222246,0.0036958750570192933,4.958396311849356e-05,0.04229933302849531,1.1590881671290845,15.201804919084164,0.00013681624427175747,1.5201804919084165e-05,sparse,2.7047850000000153,1.2859887089580297,18.54137897491455,292.109375,279.40625,-12.703125,rho_2log_n,15.201804919084164
2000,4,2020266430,3,3,38066,0.0,1.0,0.9999999999999998,1.1317132910480723,0.07471049996092916,0.03919495898298919,0.009516042075119913,0,57.099,83.0,221262,0.0039752909215167165,0.00010729208588600159,0.03510733298026025,1.2456137069966644,15.201804919084164,0.00013681624427175747,1.5201804919084165e-05,sparse,3.2308439999999905,1.4021238340064883,18.463119506835938,279.40625,281.90625,2.5,rho_2log_n,15.201804919084164
2000,5,2020266431,3,3,38153,0.0,1.0,0.9999999999999998,1.0118627500487491,0.06846104096621275,0.04342983406968415,0.006891666911542416,0,57.2295,84.0,222042,0.004151083063334227,8.699996396899223e-05,0.039186791982501745,1.1237486660247669,15.201804919084164,0.00013681624427175747,1.5201804919084165e-05,sparse,2.8518760000000043,1.2613871250068769,18.517343521118164,281.90625,285.21875,3.3125,rho_2log_n,15.201804919084164
3000,1,3020269427,3,3,60332,0.0,1.0,1.0,1.5899369160179049,0.11087183398194611,0.04885416605975479,0.009779165964573622,0,60.332,89.0,354850,0.005959415924735367,0.000641333987005055,0.04224862495902926,1.7496581248706207,16.012735135300492,6.405094054120197e-05,7.116771171244663e-06,sparse,4.259795999999994,1.9726277079898864,29.722667694091797,285.21875,298.421875,13.203125,rho_2log_n,16.012735135300492
3000,2,3020269428,3,3,60117,0.0,1.0,1.0,1.5806289579486474,0.1068148750346154,0.04679012508131564,0.011589290923438966,0,60.117,87.0,353200,0.005373166990466416,4.866591189056635e-05,0.04136504197958857,1.7342307078652084,16.012735135300492,6.405094054120197e-05,7.116771171244663e-06,sparse,3.9716019999999617,1.9310171660035849,29.58883762359619,298.421875,303.21875,4.796875,rho_2log_n,16.012735135300492
3000,3,3020269429,3,3,60573,0.0,1.0,1.0,1.5805084590101615,0.10619883297476918,0.04498837504070252,0.009878542041406035,0,60.573,89.0,355838,0.005412207916378975,4.254200030118227e-05,0.039529999950900674,1.7316920418525115,16.012735135300492,6.405094054120197e-05,7.116771171244663e-06,sparse,3.800962000000027,1.9076187919126824,29.815126419067383,303.21875,318.328125,15.109375,rho_2log_n,16.012735135300492
3000,4,3020269430,3,3,60292,0.0,1.0,1.0,1.542222333024256,0.10804249998182058,0.05948708299547434,0.013241791049949825,0,60.292,88.0,354472,0.005333416978828609,4.1375053115189075e-05,0.05410862492863089,1.7097482499666512,16.012735135300492,6.405094054120197e-05,7.116771171244663e-06,sparse,4.281747999999993,1.9213887080550194,29.690149307250977,318.328125,326.046875,7.71875,rho_2log_n,16.012735135300492
3000,5,3020269431,3,3,60553,0.0,1.0,1.0,1.5979426249396056,0.10775149997789413,0.04520716599654406,0.008507874910719693,0,60.553,90.0,355900,0.0054341250797733665,5.216698627918959e-05,0.03971824992913753,1.7508986669126898,16.012735135300492,6.405094054120197e-05,7.116771171244663e-06,sparse,3.674747000000025,1.9201435840222985,29.808744430541992,326.046875,326.40625,0.359375,rho_2log_n,16.012735135300492
4000,1,4020272427,3,3,83569,0.0,1.0,1.0,2.154406000045128,0.15049645793624222,0.062162083107978106,0.01616399991326034,0,62.67675,97.0,494230,0.007965833996422589,6.166601087898016e-05,0.05413124989718199,2.367061207885854,16.588099280204055,3.7323223380459124e-05,4.1470248200510135e-06,sparse,4.775214000000005,2.6703275829786435,41.473538398742676,326.40625,332.03125,5.625,rho_2log_n,16.588099280204055
4000,2,4020272428,3,3,83783,0.0,1.0,1.0,2.168537832912989,0.1504279999062419,0.051338333054445684,0.014528415980748832,0,62.83725,96.0,495544,0.007301792036741972,5.579204298555851e-05,0.04397683299612254,2.370300249895081,16.588099280204055,3.7323223380459124e-05,4.1470248200510135e-06,sparse,4.796066999999994,2.632265583029948,41.57620429992676,332.03125,337.3125,5.28125,rho_2log_n,16.588099280204055
4000,3,4020272429,3,3,84087,0.0,1.0,1.0,2.311812874977477,0.1605276659829542,0.05219362489879131,0.013739833026193082,0,63.06525,94.0,497242,0.007473542005755007,5.8916048146784306e-05,0.044657999998889863,2.5245309990132228,16.588099280204055,3.7323223380459124e-05,4.1470248200510135e-06,sparse,4.874036999999987,2.7858810829930007,41.72279644012451,337.3125,348.59375,11.28125,rho_2log_n,16.588099280204055
4000,4,4020272430,3,3,83731,0.0,1.0,1.0,2.1678731250576675,0.1573915840126574,0.06056495802477002,0.0137305409880355,0,62.79825,92.0,495210,0.007534708012826741,0.00014245801139622927,0.05288420896977186,2.3858260840643197,16.588099280204055,3.7323223380459124e-05,4.1470248200510135e-06,sparse,4.763119000000017,2.679877792019397,41.546281814575195,348.59375,351.09375,2.5,rho_2log_n,16.588099280204055
4000,5,4020272431,3,3,83442,0.0,1.0,1.0,2.1550292500760406,0.14437695895321667,0.08005150000099093,0.014890999998897314,0,62.5815,93.0,493516,0.007480167085304856,8.37499974295497e-05,0.07248345902189612,2.379453585133888,16.588099280204055,3.7323223380459124e-05,4.1470248200510135e-06,sparse,4.951572999999996,2.6496363329933956,41.40698432922363,351.09375,353.046875,1.953125,rho_2log_n,16.588099280204055
5000,1,5020275427,3,3,107879,0.0,1.0,1.0,2.7856124590616673,0.19358108390588313,0.05492512497585267,0.019401583005674183,0,64.7274,90.0,640198,0.009199916967190802,6.470794323831797e-05,0.04565641703084111,3.0341145849088207,17.034386382832476,2.4529516391278766e-05,2.725501821253196e-06,sparse,5.5296109999999885,3.3661657080519944,53.767507553100586,353.046875,370.21875,17.171875,rho_2log_n,17.034386382832476
5000,2,5020275428,3,3,106839,0.0,1.0,1.0,2.794616415980272,0.19818962493445724,0.05949424998834729,0.021118334028869867,0,64.1034,93.0,634248,0.009828542009927332,7.220800034701824e-05,0.049589875037781894,3.0522966659627855,17.034386382832476,2.4529516391278766e-05,2.725501821253196e-06,sparse,5.405166999999949,3.4190830420702696,53.26481628417969,370.21875,370.515625,0.296875,rho_2log_n,17.034386382832476
5000,3,5020275429,3,3,107344,0.0,1.0,1.0,2.7945302090374753,0.19494058389682323,0.05752145801670849,0.013427083031274378,0,64.4064,100.0,637516,0.009465916897170246,7.420906331390142e-05,0.04797845904249698,3.0469893779372796,17.034386382832476,2.4529516391278766e-05,2.725501821253196e-06,sparse,5.439391999999998,3.401657540933229,53.53588104248047,370.515625,370.65625,0.140625,rho_2log_n,17.034386382832476
5000,4,5020275430,3,3,107614,0.0,1.0,1.0,2.785114499973133,0.20755491708405316,0.0578631249954924,0.016703874920494854,0,64.5684,95.0,638696,0.010009624995291233,7.250008638948202e-05,0.04777774994727224,3.0505292920861393,17.034386382832476,2.4529516391278766e-05,2.725501821253196e-06,sparse,5.4054270000000315,3.4322465419536456,53.64141654968262,370.65625,374.84375,4.1875,rho_2log_n,17.034386382832476
5000,5,5020275431,3,3,107033,0.0,1.0,1.0,2.8223629579879344,0.21089883300010115,0.06435204099398106,0.021386916982010007,0,64.2198,96.0,635720,0.013958916999399662,9.383296128362417e-05,0.05029549996834248,3.0976100409170613,17.034386382832476,2.4529516391278766e-05,2.725501821253196e-06,sparse,5.0126280000000065,3.4981156249996275,53.37491226196289,374.84375,374.890625,0.046875,rho_2log_n,17.034386382832476
6000,1,6020278427,3,3,131352,0.0,1.0,1.0,3.4722138750366867,0.2620525829261169,0.08559716690797359,0.019468000042252243,0,65.676,106.0,781660,0.012976582976989448,8.016591891646385e-05,0.0725372500019148,3.8198604568606243,17.399029496420383,1.7399029496420382e-05,1.933225499602265e-06,sparse,6.181970000000035,4.2591369590954855,65.682448387146,374.890625,384.796875,9.90625,rho_2log_n,17.399029496420383
6000,2,6020278428,3,3,131208,0.0,1.0,1.0,3.329152917023748,0.25087479094509035,0.06891483394429088,0.024419875000603497,0,65.604,97.0,780728,0.013014917029067874,7.858301978558302e-05,0.05581712501589209,3.648938333033584,17.399029496420383,1.7399029496420382e-05,1.933225499602265e-06,sparse,6.006610999999964,4.099706542096101,65.60635089874268,384.796875,387.671875,2.875,rho_2log_n,17.399029496420383
6000,3,6020278429,3,3,131826,0.0,1.0,1.0,3.407292167074047,0.2535243339370936,0.06056345906108618,0.018601333955302835,0,65.913,94.0,784590,0.011769749922677875,6.620900239795446e-05,0.048724332940764725,3.721376792876981,17.399029496420383,1.7399029496420382e-05,1.933225499602265e-06,sparse,6.152345000000025,4.12600891594775,65.92130470275879,387.671875,396.09375,8.421875,rho_2log_n,17.399029496420383
6000,4,6020278430,3,3,131897,0.0,1.0,1.0,3.382720125024207,0.25507804099470377,0.06496679200790823,0.02027225005440414,0,65.9485,101.0,785060,0.012031124904751778,7.43749551475048e-05,0.05285695905331522,3.702760624932125,17.399029496420383,1.7399029496420382e-05,1.933225499602265e-06,sparse,6.1563959999999724,4.126028041006066,65.96657180786133,396.09375,405.0625,8.96875,rho_2log_n,17.399029496420383
6000,5,6020278431,3,3,130771,0.0,1.0,1.0,3.340355291031301,0.24894770793616772,0.06339408294297755,0.023253833991475403,0,65.3855,103.0,778464,0.012051958008669317,7.895799353718758e-05,0.05125691695138812,3.6526908319210634,17.399029496420383,1.7399029496420382e-05,1.933225499602265e-06,sparse,6.159569000000033,4.045554874930531,65.40993309020996,405.0625,405.734375,0.671875,rho_2log_n,17.399029496420383
7000,1,7020281427,3,3,156877,0.0,1.0,1.0,4.017081042053178,0.28183883300516754,0.07910091697704047,0.019865625072270632,0,67.233,96.0,935484,0.013118790928274393,7.637497037649155e-05,0.06590283301193267,4.378017873968929,17.7073308560749,1.3009467567728498e-05,1.4454963964142777e-06,sparse,7.13803699999994,4.836571833002381,78.62860107421875,405.734375,445.484375,39.75,rho_2log_n,17.7073308560749
7000,2,7020281428,3,3,155936,0.0,1.0,1.0,3.984016624977812,0.2793691249098629,0.08818429103121161,0.021093167015351355,0,66.82971428571429,100.0,929778,0.013185457908548415,6.41250517219305e-05,0.07493116706609726,4.351566499914043,17.7073308560749,1.3009467567728498e-05,1.4454963964142777e-06,sparse,7.106576000000018,4.805780583061278,78.14925193786621,442.484375,447.96875,5.484375,rho_2log_n,17.7073308560749
7000,3,7020281429,3,3,156215,0.0,1.0,1.0,3.9719280829885975,0.27778808306902647,0.10511895804665983,0.01936829194892198,0,66.94928571428571,99.0,931324,0.01303020806517452,7.474992889910936e-05,0.09201112505979836,4.354832249111496,17.7073308560749,1.3009467567728498e-05,1.4454963964142777e-06,sparse,7.297595999999999,4.822214167099446,78.29338932037354,445.96875,471.46875,25.5,rho_2log_n,17.7073308560749
7000,4,7020281430,3,3,155807,0.0,1.0,1.0,4.013292834046297,0.29535766702611,0.06658724998123944,0.022348916972987354,0,66.77442857142857,100.0,928992,0.014039459056220949,7.720803841948509e-05,0.05246666690800339,4.375233835075051,17.7073308560749,1.3009467567728498e-05,1.4454963964142777e-06,sparse,7.009986000000026,4.864358290913515,78.08602142333984,470.46875,456.21875,-14.25,rho_2log_n,17.7073308560749
7000,5,7020281431,3,3,155610,0.0,1.0,1.0,3.99292200000491,0.2995790420100093,0.07393408298958093,0.021371582988649607,0,66.69,106.0,927918,0.01319412502925843,6.5250089392066e-05,0.06067129108123481,4.3664317082148045,17.7073308560749,1.3009467567728498e-05,1.4454963964142777e-06,sparse,7.065517,4.838189541944303,77.99062538146973,456.21875,459.59375,3.375,rho_2log_n,17.7073308560749
8000,1,8020284427,3,3,180982,0.0,1.0,1.0,4.624906499986537,0.33204295800533146,0.06596475001424551,0.03243100002873689,0,67.86825,103.0,1080902,0.01502649998292327,6.608397234231234e-05,0.050868666963651776,5.022910708910786,17.974393641323946,1.011059642324472e-05,1.1233996025827465e-06,sparse,7.763692999999989,5.5576597090112045,90.88272857666016,459.59375,494.609375,35.015625,rho_2log_n,17.974393641323946
8000,2,8020284428,3,3,180874,0.0,1.0,1.0,4.641669458942488,0.35942020802758634,0.07768166693858802,0.024397875065915287,0,67.82775,104.0,1079984,0.016862457967363298,7.624994032084942e-05,0.06073849997483194,5.07876687485259,17.974393641323946,1.011059642324472e-05,1.1233996025827465e-06,sparse,7.722924999999918,5.6815776659641415,90.8085994720459,492.609375,496.5,3.890625,rho_2log_n,17.974393641323946
8000,3,8020284429,3,3,181253,0.0,1.0,1.0,4.6753994999453425,0.33179212489631027,0.06664979201741517,0.020175290992483497,0,67.969875,103.0,1082484,0.015074249939061701,6.687501445412636e-05,0.051505957962945104,5.073838707758114,17.974393641323946,1.011059642324472e-05,1.1233996025827465e-06,sparse,7.783566000000064,5.587149541010149,91.01263427734375,495.5,506.703125,11.203125,rho_2log_n,17.974393641323946
8000,4,8020284430,3,3,181056,0.0,1.0,1.0,4.678732082946226,0.3402045000111684,0.07331175007857382,0.022448417032137513,0,67.896,102.0,1081390,0.015119791962206364,8.087500464171171e-05,0.0581077499082312,5.092244999832474,17.974393641323946,1.011059642324472e-05,1.1233996025827465e-06,sparse,7.8394120000000385,5.649042707984336,90.91629028320312,506.703125,506.609375,-0.09375,rho_2log_n,17.974393641323946
8000,5,8020284431,3,3,180161,0.0,1.0,1.0,4.7369075829628855,0.3354662909405306,0.07403895806055516,0.025958374957554042,0,67.560375,99.0,1075812,0.01584520807955414,8.699996396899223e-05,0.058102334034629166,5.146408415981568,17.974393641323946,1.011059642324472e-05,1.1233996025827465e-06,sparse,7.664827000000059,5.693629750050604,90.45463371276855,506.609375,419.203125,-87.40625,rho_2log_n,17.974393641323946
9000,1,9020287427,3,3,206209,0.0,1.0,1.0,5.392453542095609,0.3884457079693675,0.0884688749210909,0.033181041944772005,0,68.73633333333333,103.0,1232688,0.01779558404814452,0.00010108295828104019,0.07056912500411272,5.869365042075515,18.209959712636714,8.093315427838539e-06,8.992572697598377e-07,sparse,8.735889000000043,6.548466834006831,103.67019271850586,419.203125,417.9375,-1.265625,rho_2log_n,18.209959712636714
9000,2,9020287428,3,3,206332,0.0,1.0,1.0,5.3807512080529705,0.388039082987234,0.08152787503786385,0.031677624909207225,0,68.77733333333333,102.0,1233214,0.019437082926742733,0.0002479169052094221,0.06183616607449949,5.850311456946656,18.209959712636714,8.093315427838539e-06,8.992572697598377e-07,sparse,8.51606599999991,6.538089707959443,103.71233558654785,415.9375,435.15625,19.21875,rho_2log_n,18.209959712636714
9000,3,9020287429,3,3,207092,0.0,1.0,1.0,5.41929800005164,0.4414320830255747,0.08157712500542402,0.03238879202399403,0,69.03066666666666,104.0,1237982,0.01849662500899285,9.324995335191488e-05,0.06298337504267693,5.942303333082236,18.209959712636714,8.093315427838539e-06,8.992572697598377e-07,sparse,8.622732000000042,6.613950958009809,104.1071605682373,433.15625,447.40625,14.25,rho_2log_n,18.209959712636714
9000,4,9020287430,3,3,205515,0.0,1.0,1.0,5.303875375073403,0.37671291606966406,0.07519550004508346,0.030059417011216283,0,68.505,98.0,1228488,0.019139999989420176,8.999998681247234e-05,0.055962415994144976,5.755780707113445,18.209959712636714,8.093315427838539e-06,8.992572697598377e-07,sparse,8.526865000000043,6.435162790934555,103.31413459777832,446.40625,457.3125,10.90625,rho_2log_n,18.209959712636714
9000,5,9020287431,3,3,205717,0.0,1.0,1.0,5.322151875006966,0.39054420799948275,0.09703087504021823,0.021776749985292554,0,68.57233333333333,104.0,1229900,0.017775957938283682,0.0003405000315979123,0.07891079201363027,5.809723332989961,18.209959712636714,8.093315427838539e-06,8.992572697598377e-07,sparse,8.774158000000057,6.413549666991457,103.43281173706055,457.3125,458.40625,1.09375,rho_2log_n,18.209959712636714
10000,1,10020290427,3,3,232588,0.0,1.0,1.0,6.005161124980077,0.4805625840090215,0.0927617090055719,0.031859332928434014,0,69.7764,105.0,1391430,0.019783499999903142,0.00019429204985499382,0.07277929200790823,6.578480793046765,18.420680743952367,6.6314450678228525e-06,7.368272297580947e-07,sparse,9.570435999999972,7.275615041027777,117.03173637390137,458.40625,520.5,62.09375,rho_2log_n,18.420680743952367
10000,2,10020290428,3,3,231823,0.0,1.0,1.0,6.056871417094953,0.4569180420367047,0.08127104199957103,0.034398999996483326,0,69.5469,102.0,1387056,0.019827833981253207,7.625005673617125e-05,0.061362957931123674,6.595056501100771,18.420680743952367,6.6314450678228525e-06,7.368272297580947e-07,sparse,9.382984000000079,7.297956124995835,116.66661167144775,518.5,524.3125,5.8125,rho_2log_n,18.420680743952367
10000,3,10020290429,3,3,232094,0.0,1.0,1.0,6.308770083007403,0.46779033297207206,0.08263883297331631,0.03210499999113381,0,69.6282,113.0,1388570,0.020712667028419673,0.00010175001807510853,0.06182033393997699,6.8591951669659466,18.420680743952367,6.6314450678228525e-06,7.368272297580947e-07,sparse,9.442885000000047,7.5930180420400575,116.7923469543457,523.3125,461.609375,-61.703125,rho_2log_n,18.420680743952367
10000,4,10020290430,3,3,232476,0.0,1.0,1.0,6.289924083976075,0.44454204197973013,0.07734083291143179,0.02501566708087921,0,69.7428,99.0,1390960,0.019612999982200563,7.112498860806227e-05,0.057653749943710864,6.811804000870325,18.420680743952367,6.6314450678228525e-06,7.368272297580947e-07,sparse,9.605654999999956,7.544928541989066,116.99010848999023,460.609375,467.34375,6.734375,rho_2log_n,18.420680743952367
10000,5,10020290431,3,3,231807,0.0,1.0,1.0,5.927642958937213,0.43759420793503523,0.07719433296006173,0.025673083029687405,0,69.5421,111.0,1386908,0.01949737500399351,8.862500544637442e-05,0.05760504107456654,6.4424282079562545,18.420680743952367,6.6314450678228525e-06,7.368272297580947e-07,sparse,9.366704000000027,7.121038125013001,116.65770721435547,467.34375,477.046875,9.703125,rho_2log_n,18.420680743952367
