n,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
7000,Random sampling,10,35239.0,219.6648963004025,217760.2,1339.0907196883848,0.004444085714285714,2.7328382034457058e-05,15.102428571428572,0.09414209841445816,31.6,2.2211108331943583,15.09854349173178,0.0,0.11101588208876005,0.0,0.0,0.0,0.05285714285714286,0.0020756661635907957,0.8476993122648455,0.005733595963178806,0.7788771260437816,0.006892216097660931,0.5271362291999935,0.008408079411418794,0.07992451669999809,0.0018143254471815586,0.12023665009999718,0.009570876435059534,0.0001395958999978575,3.250993392778623e-05,0.08372897909999324,0.0038089700775921402,0.20411033749999205,0.010274700800913259,0.022634266699998306,0.000255187210883275,0.8111659709999799,0.012812589025571204,2.3579909000000043,0.11860593802118843,0.22916750409999623,0.01027190622720669,9.783185863494873,0.057748238750356826,0.0,0.0,,,0.00857968330000176,0.00017444246179432874,0.1116313082999966,0.009610024897509955,,,,,,,,,1.0643462528231598,0.002949294387937581,0.7961206195924483,0.002604946967221969
7000,CountSketch random projection,10,35239.0,219.6648963004025,217760.2,1339.0907196883848,0.004444085714285714,2.7328382034457058e-05,15.102428571428572,0.09414209841445816,31.6,2.2211108331943583,15.09854349173178,0.0,0.11101588208876005,0.0,0.0,0.0,0.029385714285714286,0.0019898267338738316,0.9137929727189537,0.0057006353571812714,0.8612818694419205,0.0074134081208282404,0.5271362291999935,0.008408079411418794,0.07992451669999809,0.0018143254471815586,0.26416344580000556,0.013086380711835812,0.00030911670000932645,4.51902944327882e-05,0.0734473750000177,0.00260590177347519,0.3379247748999944,0.014372748882868115,0.022591462399992678,0.0002584311018375704,0.9449806834000242,0.02038920348470815,3.6817681999999876,0.04864931078600746,0.3629276540999854,0.014646777465953614,29.15367546081543,0.015324677120457129,0.000390625,0.0012352647110032732,,,,,,,0.10642645419999894,0.006569575229635726,0.12732980429999544,0.008172726620056298,0.018247891699991213,0.0009147260352423372,163.0,0.0,0.999966253033781,3.536697754519796e-06,0.6857554735807654,0.0023558135741785407
8000,Non-random,10,40199.8,85.48008215043139,248559.4,517.807385896425,0.0038837406249999998,8.090740404631572e-06,15.074924999999999,0.03205503080641165,32.3,1.4181364924121764,15.100114027500002,0.0,0.11102778472309038,0.0,0.0,0.0,0.0171125,0.0014196659427093711,0.949320704555143,0.0041532613349231666,0.910822445104241,0.0061329863973177585,0.6259066791999942,0.014892606427373176,0.09490000390001115,0.0020886925157511766,0.08653047090000995,0.0033748882752812825,0.00016585429999622648,2.954583228267965e-05,0.07889423719999514,0.004999245380018839,0.16559840440000356,0.007735302467327889,0.026386670599987384,0.0010920088216791013,0.8863972455000066,0.01867865016429852,1.8200263000000176,0.06169074068837883,0.19511712089999378,0.008357916924056914,8.598009490966797,0.01777750577189565,0.00390625,0.01235264711003273,,,,,,,,,,,,,,,1.0,7.031412489292659e-16,0.6934610774741372,0.0018548741163763743
8000,Gaussian random projection,10,40199.8,85.48008215043139,248559.4,517.807385896425,0.0038837406249999998,8.090740404631572e-06,15.074924999999999,0.03205503080641165,32.3,1.4181364924121764,15.100114027500002,0.0,0.11102778472309038,0.0,0.0,0.0,0.032175,0.0022041627284148818,0.9058101509986425,0.0063007984936270505,0.8507233807596701,0.00829777185123273,0.6259066791999942,0.014892606427373176,0.09490000390001115,0.0020886925157511766,0.3619991373000005,0.02743062906407641,0.0004151582999895709,0.00010370674786723156,0.07747585839999829,0.0023571040596020846,0.4398964001000024,0.029049401468803616,0.026137508199997227,0.0010839099931336162,1.1606968370999937,0.028535359105726226,4.560433799999965,0.13145035595298052,0.4691299292999986,0.028868375187280883,43.080364036560056,0.0059258352572983085,2.153515625,6.810014351761045,0.17265057529999694,0.023483894292331324,,,,,,,,,,,,,0.9999571747915793,7.274444981153344e-06,0.6836295542694849,0.002306667650378773
8000,Random sampling,10,40199.8,85.48008215043139,248559.4,517.807385896425,0.0038837406249999998,8.090740404631572e-06,15.074924999999999,0.03205503080641165,32.3,1.4181364924121764,15.100114027500002,0.0,0.11102778472309038,0.0,0.0,0.0,0.053525,0.0041939937211843015,0.8459032011273268,0.011598842059620642,0.7767783008170899,0.013732133465692246,0.6259066791999942,0.014892606427373176,0.09490000390001115,0.0020886925157511766,0.14152294589998746,0.012073138148590363,0.00014584570000124585,3.495378777677748e-05,0.08565736669999069,0.0034129004400428697,0.22733111250000776,0.013958146081291081,0.026231166599990273,0.0013968746461131072,0.9481328413999848,0.014356654624101281,2.52515829999993,0.1619149475915927,0.2564540873999988,0.015224639230115024,11.156701946258545,0.02656326118996351,0.0,0.0,,,0.010128295899994555,0.00046772708765922946,0.13136797510001658,0.012013150334833432,,,,,,,,,1.0636686305329777,0.0030028778400584323,0.7958278660294689,0.0035853325002431023
8000,CountSketch random projection,10,40199.8,85.48008215043139,248559.4,517.807385896425,0.0038837406249999998,8.090740404631572e-06,15.074924999999999,0.03205503080641165,32.3,1.4181364924121764,15.100114027500002,0.0,0.11102778472309038,0.0,0.0,0.0,0.032424999999999995,0.00399096201156786,0.9051147674774015,0.011386070747696276,0.8499204171446069,0.01477211444618773,0.6259066791999942,0.014892606427373176,0.09490000390001115,0.0020886925157511766,0.3361308749999921,0.06657969246080003,0.00036531669999817495,6.155611002356746e-05,0.08073669150000455,0.0063620427318215635,0.41723826680000115,0.06927883100366801,0.026224974899997734,0.001542824674103313,1.1380395663000002,0.06586418129946943,4.235387099999935,0.08273514003177633,0.4467294166999977,0.07139116580765521,33.255991744995114,0.0059258352572983085,0.001171875,0.0037057941330098194,,,,,,,0.15757780409999783,0.05952176487871333,0.14134724170002072,0.00587122180606598,0.023904725099998813,0.004302521121645908,163.0,0.0,0.9999601174183589,3.8013531037433116e-06,0.6837938137135728,0.002065990513929432
9000,Non-random,10,45278.7,174.6736957873164,280017.6,1043.5787996654171,0.003457007407407407,1.288368888475824e-05,15.0929,0.05822456526243891,32.3,1.3374935098492575,15.101335111111112,0.0,0.11103703429446768,0.0,0.0,0.0,0.016677777777777777,0.0018011199076715296,0.9505927000300971,0.005276935025790918,0.9126612255814799,0.007925141834014762,0.710659574999994,0.023004691890890418,0.10766492910001375,0.0011649083801176037,0.09778298730000187,0.00573962100712604,0.00017492910000100893,5.6179146662763326e-05,0.08037469999999872,0.0031413423358049057,0.17834076249999953,0.008333762582021289,0.029033054199999242,0.001103698513422485,0.9966571205000093,0.02542792240086149,1.9755099999999857,0.03299496352486615,0.21074896260000742,0.008634549253076265,9.685670471191406,0.03582843474193104,0.004296875,0.012276926631586632,,,,,,,,,,,,,,,0.9999999999999998,3.644809565937714e-16,0.6950277458443942,0.001228149773356517
9000,Gaussian random projection,10,45278.7,174.6736957873164,280017.6,1043.5787996654171,0.003457007407407407,1.288368888475824e-05,15.0929,0.05822456526243891,32.3,1.3374935098492575,15.101335111111112,0.0,0.11103703429446768,0.0,0.0,0.0,0.033166666666666664,0.004103011707934286,0.9030076321955509,0.01169969373452061,0.8471446646680331,0.015210731942138567,0.710659574999994,0.023004691890890418,0.10766492910001375,0.0011649083801176037,0.4066326497999967,0.027026709417615997,0.0003764542000055826,5.852917973414026e-05,0.08266011260000142,0.005333033165449039,0.48967453749999096,0.02980949216560687,0.02883527920000688,0.0015857558690534003,1.3079937207000114,0.038834242371063414,4.915460400000074,0.10412438979858972,0.5222967083999948,0.029976904821751763,48.41855449676514,0.011942811580643897,2.40625,7.609230619780162,0.19589568309999095,0.024137807496420395,,,,,,,,,,,,,0.999951803050168,5.953542911092013e-06,0.6846573511633673,0.002746922129176456
9000,Random sampling,10,45278.7,174.6736957873164,280017.6,1043.5787996654171,0.003457007407407407,1.288368888475824e-05,15.0929,0.05822456526243891,32.3,1.3374935098492575,15.101335111111112,0.0,0.11103703429446768,0.0,0.0,0.0,0.0514888888888889,0.003571799314482202,0.8515110403963673,0.009876859304932557,0.7834159465607959,0.011747780598242847,0.710659574999994,0.023004691890890418,0.10766492910001375,0.0011649083801176037,0.15875341659999548,0.016773748688968616,0.0001378249000026699,1.0083735288799582e-05,0.08724742920001063,0.0030141903726221496,0.24614357470000528,0.017108324295338196,0.03045671250000055,0.0030733955102022264,1.0644631748000166,0.035288694291555886,2.799907600000142,0.19147962687810816,0.27993922910000035,0.01763997507242251,12.556305885314941,0.04561563256153224,0.0,0.0,,,0.011163441599990165,0.000678422800218428,0.14756459569999833,0.016980418206814396,,,,,,,,,1.063132545511619,0.002054205865323047,0.7965321056282656,0.0017418611816044987
9000,CountSketch random projection,10,45278.7,174.6736957873164,280017.6,1043.5787996654171,0.003457007407407407,1.288368888475824e-05,15.0929,0.05822456526243891,32.3,1.3374935098492575,15.101335111111112,0.0,0.11103703429446768,0.0,0.0,0.0,0.03314444444444444,0.0037665228130875435,0.9030626238133822,0.010743585188886526,0.8471678408937852,0.013972503279165483,0.710659574999994,0.023004691890890418,0.10766492910001375,0.0011649083801176037,0.36771191669999437,0.018944242954173223,0.00042082110001047114,8.427138042775442e-05,0.07947084560000235,0.0022869924464994046,0.4476095834000091,0.019794201319495938,0.028824820899995985,0.0007889373745850156,1.265928087500015,0.037809269545941084,4.70610129999991,0.11632171889208061,0.47959969589999785,0.019693341638822505,37.36585674285889,0.011951398169570887,0.0,0.0,,,,,,,0.1681634582000015,0.014821507006818283,0.15879634589999228,0.006363044837273874,0.026146566799997117,0.0038202688832538537,163.0,0.0,0.9999511584298884,7.151566323791817e-06,0.6842771876379778,0.0020520286595308392
10000,Non-random,10,50395.0,213.29322539640094,311721.8,1296.7386269663775,0.003117218,1.2967386269663907e-05,15.118500000000001,0.0639879676189205,31.9,0.9944289260117528,15.102312977664003,0.0,0.11104444888977796,0.0,0.0,0.0,0.0177,0.0013670731102939924,0.9476044989330283,0.003989164275072556,0.9081791064251453,0.0058306508392837715,0.7722324252000021,0.013588761335098003,0.12072307519997594,0.004627638970618634,0.1065885792999893,0.002151081959721579,0.00018446670000002996,4.682931169748756e-05,0.08088582490000817,0.0027019053247166603,0.18766717050000353,0.0023142491172447564,0.03343539179999766,0.003131785438875582,1.0806143712999756,0.01843686967032287,2.1307050999999317,0.07291358029654851,0.22511571229999844,0.0040318657358394926,10.78177719116211,0.04451998765067098,0.00390625,0.01235264711003273,,,,,,,,,,,,,,,0.9999999999999998,5.661048867003676e-16,0.6922194543377078,0.0019478051754928487
10000,Gaussian random projection,10,50395.0,213.29322539640094,311721.8,1296.7386269663775,0.003117218,1.2967386269663907e-05,15.118500000000001,0.0639879676189205,31.9,0.9944289260117528,15.102312977664003,0.0,0.11104444888977796,0.0,0.0,0.0,0.03902,0.0038052011189364967,0.8863983658068865,0.010736572289187637,0.8260021108091467,0.013421471092181197,0.7722324252000021,0.013588761335098003,0.12072307519997594,0.004627638970618634,0.45067273739999225,0.022658010607958145,0.0004775707000078455,8.844565473475714e-05,0.0825895667999987,0.003520555111767654,0.5337462582999877,0.02420205155687817,0.03145595420000404,0.0008229345944747475,1.426695375299977,0.03507475803348321,5.206596000000081,0.11226691610229389,0.5690031581000028,0.024705043466140147,53.75958957672119,0.014866794922856578,2.63359375,8.328154681584069,0.2146648250999988,0.018045007519003738,,,,,,,,,,,,,0.999952400157517,5.7723784879852835e-06,0.679879711296586,0.0025678105568241426
10000,Random sampling,10,50395.0,213.29322539640094,311721.8,1296.7386269663775,0.003117218,1.2967386269663907e-05,15.118500000000001,0.0639879676189205,31.9,0.9944289260117528,15.102312977664003,0.0,0.11104444888977796,0.0,0.0,0.0,0.055499999999999994,0.002712931993250108,0.840431381015026,0.00741675034709914,0.7701444469705244,0.008411998623845103,0.7722324252000021,0.013588761335098003,0.12072307519997594,0.004627638970618634,0.16885925830000587,0.01735368945918632,0.00015145009999741887,2.901000762105443e-05,0.08816239149999774,0.0027076777186563596,0.2571779668999966,0.0181164237855993,0.03184077909999701,0.001598505226338829,1.150128600299979,0.022161500616611596,2.9332568000000263,0.1498429339250867,0.29219375000000125,0.0180941343342055,13.98028497695923,0.061262697599429976,0.0,0.0,,,0.011866383300008465,0.00012109227211984997,0.15696651649999466,0.017398326142098772,,,,,,,,,1.0647934136223327,0.0015122438681920273,0.795787056074397,0.001622855025774357
10000,CountSketch random projection,10,50395.0,213.29322539640094,311721.8,1296.7386269663775,0.003117218,1.2967386269663907e-05,15.118500000000001,0.0639879676189205,31.9,0.9944289260117528,15.102312977664003,0.0,0.11104444888977796,0.0,0.0,0.0,0.03909,0.0038808504222657193,0.8861960699541817,0.010933129718111188,0.8257244525594025,0.013717127362169953,0.7722324252000021,0.013588761335098003,0.12072307519997594,0.004627638970618634,0.39855897520000666,0.016295458269834424,0.0004322582000042985,8.336910187977025e-05,0.0828910583999857,0.002742415460948089,0.48188791669999775,0.016791516684977605,0.031498145699993076,0.0013674396916573265,1.3748377921999748,0.02459949391200864,5.165189700000019,0.09727566173852803,0.5165193748000035,0.017275703165815896,41.478522872924806,0.014839995883557435,0.0,0.0,,,,,,,0.1761183790000075,0.013620897217493535,0.1787675706000016,0.003215018401064895,0.02941928749999647,0.00186899619951523,163.0,0.0,0.9999460819787703,6.20122174552927e-06,0.6797793565526216,0.0026005539692368013
