rho_n,rep,seed,n,K,m,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
8.0,3,820260509,5000,3,3,50262,304000,0.01216,0.7572924580000517,0.11309241700007533,0,0.0,30.1572,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0004,0.998800360096072,0.996934976549586,0.01725587499993253,0.2854512499999373,0.0002319999999826905,0.058117374999937965,0.3438059999999723,0.9999971778368291,0.6670464252006824,1.214185499999985,3.604873999999654,0.36436783299996023,28.78029155731201,786.72265625,786.72265625,0.0,0.011111583999991126,0.15972179199991388,0.08625937499994052,0.020276082999998835,0.00784520899992458,0.00018524999995861435,,,,,,,,,,,,,,,,,
8.0,3,820260509,5000,3,3,50262,304000,0.01216,0.7572924580000517,0.11309241700007533,0,0.0,30.1572,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0032,0.9904190907050856,0.9784496906364638,0.017004041999939545,0.06964725000000271,0.00011129199992865324,0.06396412499998405,0.133727125000064,1.055798238310558,0.7575163011142252,1.0041075420000425,1.60172700000021,0.1536330410000346,13.52466106414795,786.72265625,786.72265625,0.0,,,,,,,0.011336000000028434,0.058287292000045454,154500.0,108112.0,0.7,212768.0,,,,,,,,,,,
8.0,3,820260509,5000,3,3,50262,304000,0.01216,0.7572924580000517,0.11309241700007533,0,0.0,30.1572,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0006,0.9982001801081548,0.9954023553336799,0.01711183300005814,0.2724129169999969,0.0003455000000940345,0.05417108299991469,0.32693525000001955,0.999996874160414,0.6669257905488846,1.1973143750001327,3.6186449999995602,0.34693975000004684,22.64091682434082,786.72265625,786.72265625,0.0,,,,,,,,,,,,,0.0006101249999801439,163.0,17.0,49.0,0.0,0.0035756669999500446,0.15621533299997736,0.08391499999993357,0.019824958000072,0.007996749999961139,0.00020683299999291194
8.0,4,820260510,5000,3,3,50313,304298,0.01217192,0.7443503749999536,0.11537512500001412,0,0.0,30.1878,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0012,0.9964018010086624,0.9910574099533217,0.017994375000057516,0.05611708300000373,0.00013749999993706297,0.06168483299995842,0.11794670799997675,1.0000000000000004,0.6700536303016833,0.9776649159998669,1.3944510000001173,0.13932537499999853,10.488754272460938,786.72265625,786.72265625,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,4,820260510,5000,3,3,50313,304298,0.01217192,0.7443503749999536,0.11537512500001412,0,0.0,30.1878,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0016,0.9952036029774961,0.9884973464043111,0.016934999999989486,0.27813720799997554,0.00034616699997513933,0.0539571670000214,0.3324472079999623,0.9999973516246996,0.6686420457460421,1.1921660419999398,3.743999999999687,0.3555132499999445,28.78370189666748,786.72265625,786.72265625,0.0,0.010615166999969006,0.15495916600002602,0.08484433299997818,0.019693541999913577,0.00776525000003403,0.0001970409999785261,,,,,,,,,,,,,,,,,
8.0,4,820260510,5000,3,3,50313,304298,0.01217192,0.7443503749999536,0.11537512500001412,0,0.0,30.1878,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0046,0.9862519180056368,0.9715305737404736,0.016904916999919806,0.07012699999995675,0.00011174999997365376,0.06268270900000061,0.13292620900006114,1.052424197236793,0.7565943221709589,0.9926469589998987,1.6323010000005524,0.15283308299990495,13.523133277893066,786.72265625,786.72265625,0.0,,,,,,,0.011385874999973566,0.05871712500004378,154649.0,108001.0,0.7,212560.0,,,,,,,,,,,
8.0,4,820260510,5000,3,3,50313,304298,0.01217192,0.7443503749999536,0.11537512500001412,0,0.0,30.1878,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0016,0.9952039619690078,0.9882451954586224,0.016852916999937406,0.26347933299996384,0.00037954100002934865,0.0548609589999387,0.31872683400001733,0.9999966456192618,0.6684826636508099,1.1784453329998996,3.5558409999994183,0.3384742920000008,22.64432716369629,786.72265625,786.72265625,0.0,,,,,,,,,,,,,0.0006170830000655769,163.0,18.0,47.0,0.0,0.003601249999974243,0.14448737499992603,0.08555320899995422,0.019616042000052403,0.00922337500003323,0.00028779199999462435
8.0,5,820260511,5000,3,3,50397,304694,0.01218776,0.7426452500000096,0.11297283299995797,0,0.0,30.2382,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0004,0.998799999952,0.9969348672771586,0.019010333999972318,0.05849808400000711,0.00012987500008421193,0.06725520800000595,0.12589024999999765,0.9999999999999983,0.6689458047774524,0.9815012500000648,1.4418569999997999,0.14843487500002084,10.502349853515625,786.72265625,786.72265625,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,5,820260511,5000,3,3,50397,304694,0.01218776,0.7426452500000096,0.11297283299995797,0,0.0,30.2382,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0012,0.9964021607204322,0.9910575201698585,0.017167333999964285,0.27751020799996695,0.0002437499999814463,0.05664791599997443,0.3344067079999604,0.9999966487395336,0.6674695409567742,1.1900199569998904,3.731977999999799,0.35458870799993747,28.788233757019043,786.72265625,786.72265625,0.0,0.012345207999942431,0.15100262499993278,0.0849468749999005,0.020671125000035317,0.008298916999933681,0.0001934160000018892,,,,,,,,,,,,,,,,,
8.0,5,820260511,5000,3,3,50397,304694,0.01218776,0.7426452500000096,0.11297283299995797,0,0.0,30.2382,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0084,0.9749484174770615,0.9507520320604128,0.017074874999934764,0.06924787499997365,0.00011141599998154561,0.06519958299998052,0.13456299999995736,1.0519516773025737,0.7558829644046909,0.9901769569999033,1.607919999999467,0.15453666700000213,13.530628204345703,786.72265625,786.72265625,0.0,,,,,,,0.01138758299998699,0.057836416000100144,154847.0,107994.0,0.7,212555.0,,,,,,,,,,,
8.0,5,820260511,5000,3,3,50397,304694,0.01218776,0.7426452500000096,0.11297283299995797,0,0.0,30.2382,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0012,0.9964018027378703,0.9914048159975096,0.017889040999989447,0.26877366700000493,0.0002329169999484293,0.05648291700003938,0.325494166999988,0.9999969065204966,0.6675004016798339,1.1811075839999603,3.6199249999999665,0.3462917080000807,22.64885902404785,786.72265625,786.72265625,0.0,,,,,,,,,,,,,0.0006200419999231599,163.0,17.0,43.0,0.0,0.0036032500000828804,0.15167491700003666,0.08441458300001159,0.02052458299999671,0.007678957999928571,0.0002035830000295391
8.0,6,820260512,5000,3,3,50343,304374,0.01217496,0.7545029999999997,0.11720920899995235,0,0.0,30.2058,54.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0008,0.9976005402642485,0.9938698981610087,0.017333416000042234,0.05582175000006373,0.00013445800004774355,0.058984291999991,0.11494762499989974,1.0,0.6691770811839458,0.9866527090000545,1.3376349999998638,0.1355316249999987,10.491363525390625,786.72265625,786.72265625,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,6,820260512,5000,3,3,50343,304374,0.01217496,0.7545029999999997,0.11720920899995235,0,0.0,30.2058,54.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0014,0.9958032411286483,0.9897775443295385,0.01733891699996093,0.2752847079999583,0.0003546670000105223,0.06083154199995988,0.3364768330000061,0.9999966850245777,0.667581505714501,1.2081831259998808,3.746939999999995,0.3570076660000723,28.784571647644043,786.72265625,786.72265625,0.0,0.009188250000079279,0.15255304100003286,0.08344050000005154,0.02007058300000608,0.009756500000094093,0.00021779200005767052,,,,,,,,,,,,,,,,,
8.0,6,820260512,5000,3,3,50343,304374,0.01217496,0.7545029999999997,0.11720920899995235,0,0.0,30.2058,54.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0068,0.9796956284126472,0.9587018192825167,0.01708512499999415,0.07568566700001611,0.00011574999996355473,0.07885879100001603,0.1546650000000227,1.0600923973301295,0.761975094206705,1.0263724169999477,1.598548999999366,0.17461308300005385,13.568228721618652,786.72265625,786.72265625,0.0,,,,,,,0.011935874999949192,0.06372466699997403,154687.0,108637.0,0.7,213807.0,,,,,,,,,,,
8.0,6,820260512,5000,3,3,50343,304374,0.01217496,0.7545029999999997,0.11720920899995235,0,0.0,30.2058,54.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0006,0.9982003607207199,0.9956546715661859,0.017843374999984007,0.27945775000000594,0.00023229199996421812,0.05918816600001264,0.33888295799999923,0.9999966132432525,0.6676651566299773,1.2105904169999349,3.6853259999998045,0.35967204199994285,22.64519691467285,786.72265625,786.7265625,0.00390625,,,,,,,,,,,,,0.0010307909999482945,163.0,15.0,43.0,0.0,0.0056380420001005405,0.15716366699996343,0.08584379100000206,0.020927457999960097,0.00860362499997791,0.0001990839999734817
8.0,7,820260513,5000,3,3,50211,303470,0.0121388,0.7560443749999877,0.11364962499999365,0,0.0,30.1266,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0002,0.9994000000480864,0.9984674335039379,0.017101208999974915,0.05997979200003556,0.00013254199996026728,0.05941925000001902,0.11953887499998928,1.0000000000000002,0.6707650143678487,0.9892255839999962,1.3283969999993133,0.1398685410000553,10.4603271484375,786.7265625,786.7265625,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,7,820260513,5000,3,3,50211,303470,0.0121388,0.7560443749999877,0.11364962499999365,0,0.0,30.1266,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0002,0.9994000000480864,0.9984674335039379,0.017439958000068145,0.29002437500003,0.0003087920000552913,0.05463158299994575,0.3449709999999868,0.9999972815296693,0.6693301118058866,1.2146587500000123,3.728845999999976,0.3654494590000468,28.774226188659668,786.7265625,786.7265625,0.0,0.009157082999990962,0.16449850000003607,0.08612766700002794,0.0211697089999916,0.00881254200010062,0.00020116600001074403,,,,,,,,,,,,,,,,,
8.0,7,820260513,5000,3,3,50211,303470,0.0121388,0.7560443749999877,0.11364962499999365,0,0.0,30.1266,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0042,0.9874380014872219,0.9729635710842175,0.016953542000010202,0.06999625000003107,0.00011166699994191731,0.05939404099990497,0.12950662499997634,1.057808809810248,0.7613253347242521,0.9991959579998593,1.5240629999998418,0.14943449999998393,13.50446605682373,786.7265625,786.7265625,0.0,,,,,,,0.011398165999935372,0.05857345799995528,154235.0,107993.0,0.7,212472.0,,,,,,,,,,,
8.0,7,820260513,5000,3,3,50211,303470,0.0121388,0.7560443749999877,0.11364962499999365,0,0.0,30.1266,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0004,0.998800360096072,0.996934976549586,0.01678595900000346,0.27066566700000294,0.00024041699998633703,0.0556469160000006,0.3265574160000142,0.9999973452601397,0.669279696454837,1.1962469999999712,3.3981519999997545,0.3462229169999773,22.634851455688477,786.7265625,786.7265625,0.0,,,,,,,,,,,,,0.000621207999984108,163.0,18.0,45.0,0.0,0.0035713330000817223,0.1457183750000013,0.08960958399995889,0.020570334000012735,0.010204958000031183,0.0003167090000033568
8.0,8,820260514,5000,3,3,50055,302772,0.01211088,0.7480214169999044,0.11585329199999705,0,0.0,30.033,57.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0006,0.9981996406491379,0.9956544527110883,0.017019875000073625,0.05616599999996197,0.0001449999999749707,0.056382624999969266,0.1127006670000128,1.0000000000000007,0.666980963202064,0.9765683339998077,1.2780739999998332,0.13309687499997835,10.436363220214844,786.7265625,786.7265625,0.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,8,820260514,5000,3,3,50055,302772,0.01211088,0.7480214169999044,0.11585329199999705,0,0.0,30.033,57.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0004,0.998799999952,0.9969348672771591,0.020158416999947804,0.2770775419999154,0.00021808300004977355,0.055331874999978936,0.3326323339999817,0.9999974425565576,0.664998869059454,1.1965022089998456,3.6339730000008785,0.3557683750000251,28.76623821258545,786.7265625,786.7265625,0.0,0.00914241599991783,0.15237033300002167,0.08702079200008939,0.020335125000087828,0.007982125000012275,0.00018966699997235992,,,,,,,,,,,,,,,,,
8.0,8,820260514,5000,3,3,50055,302772,0.01211088,0.7480214169999044,0.11585329199999705,0,0.0,30.033,57.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0062,0.9814796133470632,0.9621499272581283,0.017002625000031912,0.06950966699992023,0.00010812499999701686,0.06114020799998343,0.13076283400005195,1.0609940747947995,0.7591382854759395,0.9946327089998022,1.565520000000106,0.15061770800002705,13.482810020446777,786.7265625,786.7265625,0.0,,,,,,,0.012066375000017615,0.0574211660000401,153886.0,107886.0,0.7,212237.0,,,,,,,,,,,
8.0,8,820260514,5000,3,3,50055,302772,0.01211088,0.7480214169999044,0.11585329199999705,0,0.0,30.033,57.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.001,0.9970014408165472,0.9928421298098398,0.017193499999962114,0.25971466699991197,0.00022908300002200122,0.05702208299999256,0.31697029200006455,0.999997060394997,0.6652532749315313,1.180840541999828,3.391215999999986,0.33708950000004734,22.626863479614258,786.7265625,786.7265625,0.0,,,,,,,,,,,,,0.0006575410000095872,163.0,16.0,50.0,0.0,0.003552166999952533,0.13716795799996362,0.0871925830000464,0.021376082999950086,0.00952487500001098,0.00019554200002858124
