dataset,alpha,tau_label,tau_value,group,group_n,method,rep,r,ell,k,q,test_matrix_scaling,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,exact_eigsh_sec,eigen_decomposition_wall_sec,ARI_true,NMI_true,F1_macro_true,rp_draw_omega_sec,rp_test_matrix_entry_std,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
polblogs,0.5,0,0.0,low_deg_1_2,242,Gaussian RP,9,2,4,2,1,by_dim,0.000929499976336956,0.0228419000050053,0.023771399981342256,,0.0009144002106040716,0.16701962754774508,0.17433621422606654,0.7034467284557897,6.120000034570694e-05,0.5,0.0004539000801742077,0.00010900001507252455,0.00020359992049634457,7.150007877498865e-05,1.5200115740299225e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,mid_deg_3_8,271,Gaussian RP,9,2,4,2,1,by_dim,0.000929499976336956,0.0228419000050053,0.023771399981342256,,0.0009144002106040716,0.39593025098426277,0.3286689407475498,0.8153749727490734,6.120000034570694e-05,0.5,0.0004539000801742077,0.00010900001507252455,0.00020359992049634457,7.150007877498865e-05,1.5200115740299225e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,high_deg_9_plus,709,Gaussian RP,9,2,4,2,1,by_dim,0.000929499976336956,0.0228419000050053,0.023771399981342256,,0.0009144002106040716,0.7568282367302174,0.6711496369289743,0.9332391713747645,6.120000034570694e-05,0.5,0.0004539000801742077,0.00010900001507252455,0.00020359992049634457,7.150007877498865e-05,1.5200115740299225e-05,,,,,,,,,,,
polblogs,0.5,0,0.0,all,1222,Degree-stratified RP,9,2,4,2,1,by_dim,0.0023020999506115913,0.019720499985851347,0.02202259993646294,,0.0022359000286087394,0.48113330593416015,0.3905180853794406,0.8469671552033002,,,,,,,,0.0002565999748185277,0.0012002999428659678,0.00042630010284483433,8.490006439387798e-05,0.00018540001474320889,6.7099928855896e-05,1.5300000086426735e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,low_deg_1_2,242,Degree-stratified RP,9,2,4,2,1,by_dim,0.0023020999506115913,0.019720499985851347,0.02202259993646294,,0.0022359000286087394,0.09460473894793477,0.06858336094537129,0.6447407983869542,,,,,,,,0.0002565999748185277,0.0012002999428659678,0.00042630010284483433,8.490006439387798e-05,0.00018540001474320889,6.7099928855896e-05,1.5300000086426735e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,mid_deg_3_8,271,Degree-stratified RP,9,2,4,2,1,by_dim,0.0023020999506115913,0.019720499985851347,0.02202259993646294,,0.0022359000286087394,0.2916548343530532,0.23919008479025314,0.7647305925842949,,,,,,,,0.0002565999748185277,0.0012002999428659678,0.00042630010284483433,8.490006439387798e-05,0.00018540001474320889,6.7099928855896e-05,1.5300000086426735e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,high_deg_9_plus,709,Degree-stratified RP,9,2,4,2,1,by_dim,0.0023020999506115913,0.019720499985851347,0.02202259993646294,,0.0022359000286087394,0.7767347998625249,0.673333555590315,0.9399385226062542,,,,,,,,0.0002565999748185277,0.0012002999428659678,0.00042630010284483433,8.490006439387798e-05,0.00018540001474320889,6.7099928855896e-05,1.5300000086426735e-05,4.0,1.0,1.0,"[1,32):n=871,ell=1;[32,64):n=184,ell=1;[64,128):n=134,ell=1;[128,512):n=33,ell=1"
polblogs,0.5,0,0.0,all,1222,Exact spectral,10,2,2,2,1,by_dim,0.006799299968406558,0.009346099919639528,0.016145399888046086,0.006799299968406558,0.006799299968406558,-0.00024081082708013297,0.0005978453430448398,0.33031488031643624,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,low_deg_1_2,242,Exact spectral,10,2,2,2,1,by_dim,0.006799299968406558,0.009346099919639528,0.016145399888046086,0.006799299968406558,0.006799299968406558,0.0034424824275672895,0.017798216811149955,0.3726958525345622,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,mid_deg_3_8,271,Exact spectral,10,2,2,2,1,by_dim,0.006799299968406558,0.009346099919639528,0.016145399888046086,0.006799299968406558,0.006799299968406558,0.0008465349010664863,0.002279836505596332,0.36076595902750697,,,,,,,,,,,,,,,,,,
polblogs,0.5,0,0.0,high_deg_9_plus,709,Exact spectral,10,2,2,2,1,by_dim,0.006799299968406558,0.009346099919639528,0.016145399888046086,0.006799299968406558,0.006799299968406558,0.0007890575452106661,0.0033422915763340476,0.36306046274400705,,,,,,,,,,,,,,,,,,
