K,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
2,14,Random Projection,0.11435008299304172,0.025735792005434632,0.17226262501208112,5.983299342915416e-05,0.006540000002132729,0.00018199998885393143,0.0004411249828990549,0.0009902090241666883,5.495900404639542e-05,6.290996680036187e-06,0.10607304100994952,0.11435008299304172,0.11434745800215751,2.6249908842146397e-06,0.3123485000105575,,,,,,,,,
2,14,Random Sampling,0.11831387502024882,0.025735792005434632,0.1412909160135314,,,,,,,,,0.11831387502024882,0.11830721001024358,6.665010005235672e-06,0.28534058303921483,0.0072420419892296195,0.019284792011603713,0.010979917016811669,0.0040129999979399145,0.0036541250010486692,0.07313333399361,,,
2,14,Non-random,0.32683533400995657,0.025735792005434632,0.15623995900386944,,,,,,,,,0.32683533400995657,0.32683341699885204,1.9170111045241356e-06,0.5088110850192606,,,,,,,0.2719863750098739,0.054166374990018085,0.0006806669989600778
2,15,Random Projection,0.0502844579750672,0.021640999999362975,0.14346179200219922,5.76250022277236e-05,0.0030809169984422624,0.00019150000298395753,0.0004585410060826689,0.003416166000533849,5.6374992709606886e-05,7.541995728388429e-06,0.04301254102028906,0.0502844579750672,0.05028120701899752,3.250956069678068e-06,0.2153872499766294,,,,,,,,,
2,15,Random Sampling,0.20684179200907238,0.021640999999362975,0.15696399999433197,,,,,,,,,0.20684179200907238,0.20683616699534468,5.62501372769475e-06,0.3854467920027673,0.008608375006588176,0.009977000008802861,0.01517229198361747,0.0010038329928647727,0.005450500000733882,0.16662416700273752,,,
2,15,Non-random,0.31473808400915004,0.021640999999362975,0.15527283298433758,,,,,,,,,0.31473808400915004,0.314734584040707,3.4999684430658817e-06,0.4916519169928506,,,,,,,0.2517539590189699,0.06182733300374821,0.0011532920179888606
2,16,Random Projection,0.0897437079984229,0.018369041004916653,0.17342012500739656,6.200000643730164e-05,0.007956250017741695,0.0003428329946473241,0.005689708021236584,0.0016456670127809048,7.179199019446969e-05,6.54099858365953e-06,0.07396412501111627,0.0897437079984229,0.0897389160527382,4.791945684701204e-06,0.2815328740107361,,,,,,,,,
2,16,Random Sampling,0.05403475000639446,0.018369041004916653,0.14296554200700484,,,,,,,,,0.05403475000639446,0.05403000002843328,4.749977961182594e-06,0.21536933301831596,0.010647207993315533,0.013232708006398752,0.006019874999765307,0.0011031670146621764,0.0032375830051023513,0.01978945900918916,,,
2,16,Non-random,0.3158736249897629,0.018369041004916653,0.13652195801842026,,,,,,,,,0.3158736249897629,0.31587108396342956,2.541026333346963e-06,0.4707646240130998,,,,,,,0.24150562498834915,0.0732047499914188,0.001160708983661607
2,17,Random Projection,0.08772633300395682,0.03065075000631623,0.1532213329919614,7.183302659541368e-05,0.017090124980313703,0.0006552499835379422,0.0059788330108858645,0.004356249992270023,7.154099876061082e-05,6.791990017518401e-06,0.05948966700816527,0.08772633300395682,0.08772029099054635,6.04201341047883e-06,0.27159841600223444,,,,,,,,,
2,17,Random Sampling,0.09188862500013784,0.03065075000631623,0.17218966700602323,,,,,,,,,0.09188862500013784,0.09188199994969182,6.625050446018577e-06,0.2947290420124773,0.008449791988823563,0.015566916990792379,0.026929874991765246,0.0023853330058045685,0.0022720409906469285,0.03627804198185913,,,
2,17,Non-random,0.34254991699708626,0.03065075000631623,0.13269900000886992,,,,,,,,,0.34254991699708626,0.34254783400683664,2.082990249618888e-06,0.5058996670122724,,,,,,,0.27455283401650377,0.0668662500102073,0.0011287499801255763
2,18,Random Projection,0.04192691697971895,0.020967959018889815,0.1403664159879554,0.00014091699267737567,0.007124957977794111,0.0003452500095590949,0.0005409999866969883,0.0010484170052222908,9.437499102205038e-05,1.4791992725804448e-05,0.032611082977382466,0.04192691697971895,0.04192079193308018,6.125046638771892e-06,0.20326129198656417,,,,,,,,,
2,18,Random Sampling,0.05879170898697339,0.020967959018889815,0.2161359169986099,,,,,,,,,0.05879170898697339,0.058787416957784444,4.2920291889458895e-06,0.2958955850044731,0.0050818749878089875,0.00848858300014399,0.0098834169912152,0.0010154999908991158,0.0015902919985819608,0.03272774998913519,,,
