group,r,metric,diff_mean_ds_minus_gaussian,diff_std,diff_se,n_pairs
mid_deg_3_8,5,F1_macro_true,0.020249869813262843,0.01836219515389782,0.005806635952682315,10
mid_deg_3_8,5,total_method_wall_sec,-0.07383092999953078,0.03127218995586478,0.009889134768197317,10
mid_deg_3_8,10,ARI_true,0.050183316465889874,0.021231320120904246,0.006713932931421891,10
mid_deg_3_8,10,NMI_true,0.09853572464112959,0.016668491822218214,0.005271039931809998,10
mid_deg_3_8,10,F1_macro_true,0.06819703878146158,0.024327520715506607,0.007693037528593001,10
mid_deg_3_8,10,total_method_wall_sec,-0.049343980000412554,0.02585059785301304,0.00817467680925798,10
mid_deg_3_8,20,ARI_true,0.06610024682548385,0.016138687740405614,0.0051035011705917975,10
mid_deg_3_8,20,NMI_true,0.11932949792766881,0.026533813302186213,0.008390728504458203,10
mid_deg_3_8,20,F1_macro_true,0.07814347757288384,0.027841368231877796,0.008804213678818876,10
mid_deg_3_8,20,total_method_wall_sec,-0.052673520000826105,0.03163263350377436,0.010003117026127948,10
mid_deg_3_8,40,ARI_true,0.11905098080489436,0.02254320586044078,0.007128787628104876,10
mid_deg_3_8,40,NMI_true,0.17860275531147599,0.026097602505613316,0.00825278653874553,10
mid_deg_3_8,40,F1_macro_true,0.11050529798764144,0.0239196053896889,0.0075640433763856365,10
mid_deg_3_8,40,total_method_wall_sec,-0.042980879997776354,0.029633030890289062,0.00937078715874406,10
