n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
200,4,Random Sampling,0.027561599854379892,0.0006172999273985624,0.001965999836102128,,,,,,,,,0.027561599854379892,0.027556700399145484,4.899455234408379e-06,0.030144899617880583,0.00022980011999607086,0.0003200999926775694,0.003063600044697523,5.630007945001125e-05,9.890017099678516e-05,0.023787999991327524,,,
200,4,Non-random,0.02638900000602007,0.0006172999273985624,0.002082600025460124,,,,,,,,,0.02638900000602007,0.02638729987666011,1.700129359960556e-06,0.029088899958878756,,,,,,,0.004291699966415763,0.02206870005466044,2.6899855583906174e-05
200,5,Random Projection,0.026345999911427498,0.0005761999636888504,0.002087899949401617,2.410006709396839e-05,0.0001674999948590994,6.430014036595821e-05,4.269997589290142e-05,3.460003063082695e-05,5.7999975979328156e-05,4.899920895695686e-06,0.025946700014173985,0.026345999911427498,0.026342800119891763,3.1997915357351303e-06,0.029010099824517965,,,,,,,,,
200,5,Random Sampling,0.028651000000536442,0.0005761999636888504,0.0017502999398857355,,,,,,,,,0.028651000000536442,0.028646900318562984,4.0996819734573364e-06,0.030977499904111028,0.000282699940726161,0.00031150016002357006,0.0026988000608980656,3.560003824532032e-05,6.610015407204628e-05,0.02525219996459782,,,
200,5,Non-random,0.027000899892300367,0.0005761999636888504,0.0018271999433636665,,,,,,,,,0.027000899892300367,0.026998700108379126,2.1997839212417603e-06,0.029404299799352884,,,,,,,0.004194100154563785,0.02278120000846684,2.3399945348501205e-05
200,6,Random Projection,0.023216099943965673,0.0006352998316287994,0.0015941997990012169,2.6799971237778664e-05,0.00023659993894398212,7.910002022981644e-05,5.359994247555733e-05,4.67000063508749e-05,6.659980863332748e-05,6.200047209858894e-06,0.022697299951687455,0.023216099943965673,0.02321289968676865,3.200257197022438e-06,0.02544559957459569,,,,,,,,,
200,6,Random Sampling,0.02554719988256693,0.0006352998316287994,0.0018899999558925629,,,,,,,,,0.02554719988256693,0.02554360032081604,3.5995617508888245e-06,0.02807249967008829,0.00030470010824501514,0.00026780017651617527,0.0036073001101613045,4.569999873638153e-05,6.429990753531456e-05,0.02125380001962185,,,
200,6,Non-random,0.025137499906122684,0.0006352998316287994,0.0020311002153903246,,,,,,,,,0.025137499906122684,0.02513589966110885,1.600245013833046e-06,0.02780389995314181,,,,,,,0.004125099861994386,0.020987499970942736,2.329982817173004e-05
200,7,Random Projection,0.0234377000015229,0.0006470999214798212,0.0014574998058378696,2.6499852538108826e-05,0.00022620009258389473,8.09000339359045e-05,5.650008097290993e-05,4.6999892219901085e-05,6.600003689527512e-05,6.09993003308773e-06,0.022925399942323565,0.0234377000015229,0.023434599861502647,3.100140020251274e-06,0.02554229972884059,,,,,,,,,
200,7,Random Sampling,0.02486170013435185,0.0006470999214798212,0.0015617001336067915,,,,,,,,,0.02486170013435185,0.0248585999943316,3.100140020251274e-06,0.027070500189438462,0.00021949992515146732,0.0002540999557822943,0.0021659000776708126,3.520003519952297e-05,6.580003537237644e-05,0.022118099965155125,,,
200,7,Non-random,0.026936300098896027,0.0006470999214798212,0.0019453000277280807,,,,,,,,,0.026936300098896027,0.02693430008366704,2.00001522898674e-06,0.02952870004810393,,,,,,,0.004701000172644854,0.022208499955013394,2.4799956008791924e-05
200,8,Random Projection,0.024353100219741464,0.0006345000583678484,0.0015404000878334045,2.6700086891651154e-05,0.0002419000957161188,8.210004307329655e-05,6.019999273121357e-05,4.060007631778717e-05,6.500002928078175e-05,6.600050255656242e-06,0.023827000055462122,0.024353100219741464,0.024350100429728627,2.9997900128364563e-06,0.026528000365942717,,,,,,,,,
200,8,Random Sampling,0.029757000040262938,0.0006345000583678484,0.0014747998211532831,,,,,,,,,0.029757000040262938,0.029753399780020118,3.600260242819786e-06,0.03186629991978407,0.00028769997879862785,0.0003225000109523535,0.003295899834483862,4.710000939667225e-05,6.690016016364098e-05,0.02573329978622496,,,
200,8,Non-random,0.029687399975955486,0.0006345000583678484,0.002329600043594837,,,,,,,,,0.029687399975955486,0.029684799956157804,2.600019797682762e-06,0.03265150007791817,,,,,,,0.005095599917694926,0.024556899908930063,3.2300129532814026e-05
200,9,Random Projection,0.02417990006506443,0.0007615999784320593,0.0016922999639064074,2.719997428357601e-05,0.0002786999102681875,8.209981024265289e-05,6.59001525491476e-05,4.91999089717865e-05,6.54999166727066e-05,6.200047209858894e-06,0.02360169985331595,0.02417990006506443,0.024176499573513865,3.400491550564766e-06,0.026633800007402897,,,,,,,,,
200,9,Random Sampling,0.025780700147151947,0.0007615999784320593,0.00152299995534122,,,,,,,,,0.025780700147151947,0.025776799768209457,3.900378942489624e-06,0.028065300080925226,0.00026989984326064587,0.000309299910441041,0.0034799999557435513,4.4999876990914345e-05,8.260016329586506e-05,0.02159000001847744,,,
200,9,Non-random,0.025840899907052517,0.0007615999784320593,0.0018033001106232405,,,,,,,,,0.025840899907052517,0.02583930012769997,1.5997793525457382e-06,0.028405799996107817,,,,,,,0.004251100122928619,0.021563000045716763,2.519995905458927e-05
200,10,Random Projection,0.022174199810251594,0.0005638999864459038,0.0015773000195622444,2.41999514400959e-05,0.00016729999333620071,6.700004450976849e-05,4.419987089931965e-05,4.009995609521866e-05,5.2900053560733795e-05,4.799803718924522e-06,0.021770899882540107,0.022174199810251594,0.02217139955610037,2.80025415122509e-06,0.024315399816259742,,,,,,,,,
