K,rep,seed,n,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec,cs_hash_seed,cs_sparse_explicit_sketch_sec
6,9,20860515,5000,3,16.0,64851,390530,0.0156212,0.8970241999486461,0.1292983000166714,0,0.0,38.9106,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1182,0.736330761240588,0.6930625190094151,0.0331736999796703,eigsh,0.0259383999509736,8.969998452812433e-05,0.0919637000188231,0.1179980000015348,0.9999999999999992,0.5041027435170679,1.1443142999196425,1.25,0.1575162999797612,13.448534965515137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,20860515,5000,3,16.0,64851,390530,0.0156212,0.8970241999486461,0.1292983000166714,0,0.0,38.9106,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3104,0.3938862434929365,0.3783047669860633,0.0306138999294489,,0.2224442000733688,0.0003941000904887,0.1295731998980045,0.3524206000147387,0.999998083638268,0.480603637351386,1.3787340000271795,1.875,0.3912260000361129,30.241583824157715,,,,0.0069505999563261,0.150859700050205,0.037414800026454,0.0211290000006556,0.0047421000199392,eigsh,0.0003136000595986,,,,,,,,,,,,,,,,,,,,,
6,9,20860515,5000,3,16.0,64851,390530,0.0156212,0.8970241999486461,0.1292983000166714,0,0.0,38.9106,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.374,0.3053115907332011,0.2996524548560379,0.030743799987249,,0.0695742000825703,0.0001417999155819,0.1466214000247419,0.2163443000754341,1.0607672141825666,0.6376644953689896,1.2426598999882117,1.9375,0.2549780999543145,17.325721740722656,,,,,,,,,,,0.0124061000533401,eigsh,0.0569893000647425,197765.0,138464.0,0.7,273361.0,,,,,,,,,,,,,,
6,9,20860515,5000,3,16.0,64851,390530,0.0156212,0.9985514170000016,0.15401720799999907,0,0.0,38.9106,62.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.2984,0.4133059530943269,0.39570197598751367,0.017876540999992585,,0.28313924999999074,0.0002449999999925012,0.1963937499999986,0.4797833749999967,0.9999984435150441,0.48135630959580505,1.6323466249999825,3.555558000000019,0.5014434160000008,27.549072265625,508.26171875,508.4140625,0.15234375,,,,,,,,,,,,,,,0.0003912499999927377,166.0,18.0,49.0,0.0,0.0061080830000008746,0.15078341699999953,0.09594312499999091,0.023891540999997574,0.005528209000004836,eigsh,0.00044625000001019544,1619357863.0,0.0061080830000008746
6,10,20860516,5000,3,16.0,65009,391538,0.01566152,0.90940430003684,0.1256738998927176,0,0.0,39.0054,72.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1098,0.7539056497648373,0.710379698079529,0.0349093000404536,eigsh,0.034314899938181,0.0001076000044122,0.0934025000315159,0.1278314999071881,1.0000000000000009,0.506459962557674,1.162903199903667,0.96875,0.1710223000263795,13.483141899108888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,20860516,5000,3,16.0,65009,391538,0.01566152,0.90940430003684,0.1256738998927176,0,0.0,39.0054,72.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.2928,0.4212354217770097,0.4032923479296408,0.0319292000494897,,0.2171737001044675,0.0002932000206783,0.1364204999990761,0.3538948000641539,0.9999985498898762,0.4843449949616382,1.3889656000537798,1.75,0.3929019999923184,30.253317832946777,,,,0.0065592000028118,0.1498469000216573,0.034513600054197,0.0213833999587222,0.003776800003834,eigsh,0.0002907000016421,,,,,,,,,,,,,,,,,,,,,
6,10,20860516,5000,3,16.0,65009,391538,0.01566152,0.90940430003684,0.1256738998927176,0,0.0,39.0054,72.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3498,0.3385469584720526,0.3303127006766698,0.032381199998781,,0.0717694999184459,0.0001014000736176,0.1466422999510541,0.2185188999865204,1.0576948251503449,0.6367460846261037,1.2535913998726755,1.671875,0.2589543999638408,17.37274169921875,,,,,,,,,,,0.013575299992226,eigsh,0.0580558000365272,198269.0,138836.0,0.7,274158.0,,,,,,,,,,,,,,
6,10,20860516,5000,3,16.0,65009,391538,0.01566152,1.0243687500000078,0.148703624999996,0,0.0,39.0054,72.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.3,0.41015929710831495,0.39346503424342777,0.0177899579999945,,0.2689908750000001,0.00023049999998647763,0.19995175000001097,0.4691776250000004,0.9999984632185515,0.4820307988242676,1.6422455000000014,3.512730000000005,0.49098524999999427,27.569259643554688,508.4140625,508.4140625,0.0,,,,,,,,,,,,,,,0.00039308399999526955,166.0,19.0,45.0,0.0,0.0060777500000028795,0.14836020899998914,0.08596974999998963,0.022776750000005563,0.005129249999995977,eigsh,0.00024204100000702056,2972918689.0,0.0060777500000028795
8,1,21060507,5000,3,16.0,60081,362656,0.01450624,0.8535742000676692,0.110654899966903,0,0.0,36.0486,60.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7946,0.0241317637311355,0.0413945916418705,0.0302472000475972,eigsh,0.0904770999914035,0.0001094000181183,0.5092246000422165,0.5998175999848172,1.0,0.4952213109761594,1.5640402000863105,5.40625,0.6359524999279529,12.491557121276855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,21060507,5000,3,16.0,60081,362656,0.01450624,0.8535742000676692,0.110654899966903,0,0.0,36.0486,60.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8256,0.0073218693670293,0.0141400099401336,0.0295321000739932,,0.2176540000364184,0.0003287000581622,0.4409813999664038,0.6589740000199527,0.9999979700863943,0.4776835179597532,1.623193200095557,4.640625,0.6959109000163153,30.238009452819824,,,,0.0071587999118492,0.1453157999785617,0.0347620999673381,0.0218975999159738,0.0073526999913156,eigsh,0.0004108999855816,,,,,,,,,,,,,,,,,,,,,
8,1,21060507,5000,3,16.0,60081,362656,0.01450624,0.8535742000676692,0.110654899966903,0,0.0,36.0486,60.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8216,0.006990214907157,0.0153356511296579,0.0324319000355899,,0.1096433000639081,0.0001240000128746,0.3976834000786766,0.5074569999706,1.0577904430156897,0.6397727931027918,1.4716798001900315,4.609375,0.5475025000050664,16.1246337890625,,,,,,,,,,,0.0126702999696135,eigsh,0.0968725000275299,183828.0,129011.0,0.7,254530.0,,,,,,,,,,,,,,
8,1,21060507,5000,3,16.0,60081,362656,0.01450624,0.9479912500000012,0.13126012499999717,0,0.0,36.0486,60.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.8166,0.010596455027781549,0.018998975952957173,0.018645332999994935,,0.2873015830000014,0.0005011249999995471,0.7783236249999987,1.0661333750000068,0.999997929823636,0.4775535329878901,2.145377707999998,9.20587900000001,1.088580499999992,27.266647338867188,508.4140625,510.203125,1.7890625,,,,,,,,,,,,,,,0.0003988750000019081,168.0,15.0,48.0,0.0,0.006285167000001479,0.14275533299999665,0.10376904100000672,0.02269370900000922,0.010757375000011393,eigsh,0.000550833999994893,2482775150.0,0.006285167000001479
8,2,21060508,5000,3,16.0,60140,363128,0.01452512,0.8531845000106841,0.1131714999210089,0,0.0,36.084,65.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.8014,0.0191306817869427,0.03341131620289,0.0303818000247702,eigsh,0.0888041999423876,0.0001948999706655,0.4456620999844745,0.5346682999515906,1.000000000000001,0.4951105936151698,1.5010171998292208,4.875,0.5712373999413103,12.50776195526123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,21060508,5000,3,16.0,60140,363128,0.01452512,0.8531845000106841,0.1131714999210089,0,0.0,36.084,65.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8246,0.0078070203446271,0.0150792758680767,0.03228610008955,,0.2183145999442786,0.0003294000634923,0.4589994000270962,0.6776519999839365,0.9999981669115764,0.4773227380937085,1.6439993999665603,5.1875,0.7174194999970496,30.24331760406494,,,,0.0079051000066101,0.1426507000578567,0.0360636999830603,0.0216418999480083,0.0088178999722003,eigsh,0.0004156000213697,,,,,,,,,,,,,,,,,,,,,
8,2,21060508,5000,3,16.0,60140,363128,0.01452512,0.8531845000106841,0.1131714999210089,0,0.0,36.084,65.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8392,0.0028323295742663,0.0076662969931987,0.0319524999940767,,0.1459934000158682,0.0002739999908953,0.4338621000060811,0.5801357000600547,1.0590062834420453,0.6394927481426341,1.546485499944538,4.96875,0.6190944999689236,16.125253677368164,,,,,,,,,,,0.0105785999912768,eigsh,0.1352384999627247,184064.0,128899.0,0.7,254274.0,,,,,,,,,,,,,,
8,2,21060508,5000,3,16.0,60140,363128,0.01452512,0.9595629169999995,0.13873574999999505,0,0.0,36.084,65.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.8208,0.007439544605819884,0.014592786168193855,0.018014292000003707,,0.2770183330000009,0.00025716700000089077,0.6263999159999969,0.9036806249999927,0.9999978518433047,0.47689644281905347,2.0019740829999932,8.117417999999986,0.9255597909999977,27.279705047607422,510.22265625,510.24609375,0.0234375,,,,,,,,,,,,,,,0.0004102500000016107,168.0,17.0,45.0,0.0,0.005798249999998006,0.13742400000000998,0.09874270800000318,0.02250600000000702,0.011625832999996533,eigsh,0.00042062500000383807,1613244605.0,0.005798249999998006
8,3,21060509,5000,3,16.0,60310,364066,0.01456264,0.8519748999970034,0.1453260000562295,0,0.0,36.186,61.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.803,0.0195432419351095,0.0365121359807791,0.035663100075908,eigsh,0.1331327999942004,0.0001567000290378,0.3747459000442177,0.5080421000020579,1.0000000000000002,0.4943969773435591,1.505336300120689,3.84375,0.5492898999946192,12.539921760559082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,21060509,5000,3,16.0,60310,364066,0.01456264,0.8519748999970034,0.1453260000562295,0,0.0,36.186,61.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.816,0.0083864072423206,0.0160329872495951,0.032280100043863,,0.2092126000206917,0.0003247999120503,0.4158197999931872,0.6253653999883682,0.9999983860342734,0.4773748852148437,1.6226580999791622,4.546875,0.6650840999791399,30.254145622253414,,,,0.0079443999566137,0.1375819999957457,0.0359512000577524,0.0183214999269694,0.0083290999755263,eigsh,0.000339200021699,,,,,,,,,,,,,,,,,,,,,
8,3,21060509,5000,3,16.0,60310,364066,0.01456264,0.8519748999970034,0.1453260000562295,0,0.0,36.186,61.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8338,0.0044660772782845,0.0107513485615648,0.0341492999577894,,0.136430500075221,0.0002728999825194,0.4387326999567449,0.5754435000708327,1.058281047344273,0.6390336382011085,1.5727370000677183,5.109375,0.6175176000688225,16.158934593200684,,,,,,,,,,,0.0100486000301316,eigsh,0.1261857999488711,184533.0,129119.0,0.7,254715.0,,,,,,,,,,,,,,
8,3,21060509,5000,3,16.0,60310,364066,0.01456264,0.9525357910000025,0.1324884170000047,0,0.0,36.186,61.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.843,0.005463975972541794,0.011921188013296825,0.01840220800001191,,0.2914928330000066,0.0002488340000041944,0.7207347500000054,1.0124815409999997,0.9999981814392387,0.4773414511510615,2.0975006250000234,9.053109000000006,1.034571249999999,27.30124282836914,510.24609375,510.49609375,0.25,,,,,,,,,,,,,,,0.0003845000000097798,168.0,18.0,44.0,0.0,0.005897750000002588,0.15533891699999458,0.0954933330000074,0.02209866699999452,0.011754333000013162,eigsh,0.00046641699999838693,4128144895.0,0.005897750000002588
8,4,21060510,5000,3,16.0,59843,361342,0.01445368,0.8606393000809476,0.1173579000169411,0,0.0,35.9058,59.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7812,0.0230620810377908,0.0380793235768674,0.0300707999849692,eigsh,0.0971973999403417,0.0001472000731155,0.4330695999087766,0.5304203999694437,0.9999999999999996,0.4955018008197704,1.5084114000201223,4.546875,0.5668651000596583,12.446444511413574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,21060510,5000,3,16.0,59843,361342,0.01445368,0.8606393000809476,0.1173579000169411,0,0.0,35.9058,59.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8262,0.0078010392144078,0.0152668627044322,0.0329418999608606,,0.208168699988164,0.0003267000429332,0.4682626000139862,0.676766199991107,0.9999984570466643,0.4782412716889059,1.6547552001429722,4.96875,0.7185193999903277,30.222723960876465,,,,0.007419400033541,0.1369048000779003,0.0352291000308468,0.0187679999507963,0.0086375999962911,eigsh,0.0004026999231427,,,,,,,,,,,,,,,,,,,,,
8,4,21060510,5000,3,16.0,59843,361342,0.01445368,0.8606393000809476,0.1173579000169411,0,0.0,35.9058,59.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8426,0.0036435316222365,0.0095956548028044,0.0298171000322327,,0.132213499979116,0.0002890999894589,0.4515528000192716,0.5840636999346316,1.055930309699851,0.6401816299812708,1.562052600085735,4.75,0.6212922999402508,16.014511108398438,,,,,,,,,,,0.0115166999166831,eigsh,0.1203849000157788,183171.0,127806.0,0.7,252098.0,,,,,,,,,,,,,,
8,4,21060510,5000,3,16.0,59843,361342,0.01445368,0.9445507080000084,0.13060491600001,0,0.0,35.9058,59.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.834,0.006118377902555708,0.01278980624719055,0.018110792000001652,,0.26378849999998977,0.00026062499999568445,0.6493277080000013,0.9133823749999976,0.9999980629927354,0.47806836571102546,1.9885324570000051,8.477373000000028,0.9348686250000071,27.247806549072266,510.49609375,511.453125,0.95703125,,,,,,,,,,,,,,,0.0003719590000059725,168.0,16.0,44.0,0.0,0.005487165999994659,0.13896362500000237,0.08666783300000702,0.020908375000004753,0.01089175000001319,eigsh,0.0003887499999990496,439807755.0,0.005487165999994659
8,5,21060511,5000,3,16.0,60000,362192,0.01448768,0.8922587000997737,0.111296399962157,0,0.0,36.0,57.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7938,0.0185236111290196,0.0317753447381329,0.0312180999899283,eigsh,0.0915819000219926,0.0001505999825894,0.4543065999168902,0.5460450999671593,0.9999999999999996,0.4951971254549407,1.549594199983403,4.8125,0.5831941000651568,12.475626945495604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,21060511,5000,3,16.0,60000,362192,0.01448768,0.8922587000997737,0.111296399962157,0,0.0,36.0,57.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.821,0.0081671042315403,0.0146607358236301,0.0319170000730082,,0.2221677000634372,0.0003332000924274,0.4517754000844434,0.6742852000752464,0.9999976599738308,0.478228645423742,1.6778314003022388,5.03125,0.7137816000031307,30.232605934143063,,,,0.0069965999573469,0.1454497999511659,0.0387913999147713,0.0223225000081583,0.0074843999464064,eigsh,0.0003879000432789,,,,,,,,,,,,,,,,,,,,,
8,5,21060511,5000,3,16.0,60000,362192,0.01448768,0.8922587000997737,0.111296399962157,0,0.0,36.0,57.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8444,0.0021892694631372,0.0065829232200664,0.0308902999386191,,0.1028254999546334,0.0003570000408217,0.3980194999603554,0.5012088000075892,1.0627571968858591,0.6417950057908811,1.504757100017741,4.5,0.5397703000344336,16.086344718933105,,,,,,,,,,,0.0111099000787362,eigsh,0.09148429997731,183596.0,128629.0,0.7,253668.0,,,,,,,,,,,,,,
8,5,21060511,5000,3,16.0,60000,362192,0.01448768,0.9673215420000076,0.14078045799999472,0,0.0,36.0,57.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.8226,0.007824741740241083,0.015037676392861316,0.01797308300000111,,0.27642458399999725,0.0002703749999994898,0.7404080410000091,1.0171081659999999,0.9999981567298278,0.4776349848788664,2.1252050000000082,9.363728999999978,1.0387886249999951,27.269657135009766,511.453125,511.484375,0.03125,,,,,,,,,,,,,,,0.0004697920000040767,168.0,18.0,44.0,0.0,0.006906749999998851,0.14589920900000664,0.0895392500000014,0.022126749999998196,0.010815665999999169,eigsh,0.0005949579999935395,3840268234.0,0.006906749999998851
8,6,21060512,5000,3,16.0,59785,360958,0.01443832,0.8478038000175729,0.1131898999447003,0,0.0,35.871,58.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7942,0.0179556658900667,0.0313983240142511,0.0301128000719472,eigsh,0.1103953999700024,0.0001688000047579,0.4722311999648809,0.5828016999876127,0.9999999999999998,0.4950198170731759,1.5437890999019146,5.234375,0.6183965000091121,12.433260917663574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,21060512,5000,3,16.0,59785,360958,0.01443832,0.8478038000175729,0.1131898999447003,0,0.0,35.871,58.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8278,0.0075503814498189,0.014876973357563,0.033569399965927,,0.2124420000473037,0.000335199991241,0.4526635000947863,0.6654496999690309,0.99999777180869,0.47784854427733,1.6264344000956044,4.65625,0.706470400094986,30.21837902069092,,,,0.0068636999931186,0.1417243999894708,0.036321899970062,0.0186719000339508,0.0075652999803423,eigsh,0.0003592999419197,,,,,,,,,,,,,,,,,,,,,
8,6,21060512,5000,3,16.0,59785,360958,0.01443832,0.8478038000175729,0.1131898999447003,0,0.0,35.871,58.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8406,0.0035629840712434,0.0088792177351452,0.0303413000656291,,0.124765699962154,0.000150200095959,0.4270380000816658,0.5519596000667661,1.0553126846649108,0.6394944425250959,1.512947600102052,4.90625,0.5914039999479428,16.022262573242188,,,,,,,,,,,0.0120235999347642,eigsh,0.1125909000402316,182979.0,128006.0,0.7,252548.0,,,,,,,,,,,,,,
8,6,21060512,5000,3,16.0,59785,360958,0.01443832,0.9408303330000081,0.13476491699999826,0,0.0,35.871,58.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.8248,0.008605944193492256,0.01665323716740561,0.0181016249999999,,0.27017895800000247,0.00023108300000274085,0.7183113330000026,0.9887264580000021,0.9999979231893183,0.47842514446127044,2.064316624000014,9.09774299999998,1.0104841249999907,27.245040893554688,511.484375,511.5,0.015625,,,,,,,,,,,,,,,0.00039304099999526443,168.0,17.0,44.0,0.0,0.005853167000012149,0.13847587499999747,0.0910610829999996,0.023345749999990062,0.010655541000005542,eigsh,0.00035058400000309575,3477604887.0,0.005853167000012149
8,7,21060513,5000,3,16.0,59465,359058,0.01436232,0.850785099901259,0.110697100055404,0,0.0,35.679,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7826,0.0236338506974494,0.0381799138336321,0.0333091000793501,eigsh,0.094264299958013,0.0001499999780207,0.5006952000549063,0.5951156000373885,0.9999999999999992,0.4958552684393196,1.556591699947603,4.890625,0.6340245999163017,12.368029594421388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,21060513,5000,3,16.0,59465,359058,0.01436232,0.850785099901259,0.110697100055404,0,0.0,35.679,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8312,0.0060159933350966,0.0123466501650015,0.0304967999691143,,0.2127410999964922,0.0003344999859109,0.3826369999442249,0.5957215999951586,0.9999979855347224,0.4785512833082656,1.5571947998832911,4.078125,0.6316213000100106,30.1965856552124,,,,0.0066667000064626,0.1424352000467479,0.0362993999151513,0.0179536000359803,0.0082341999514028,eigsh,0.000376799958758,,,,,,,,,,,,,,,,,,,,,
8,7,21060513,5000,3,16.0,59465,359058,0.01436232,0.850785099901259,0.110697100055404,0,0.0,35.679,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8394,0.0028562762784566,0.0077553378637055,0.029825699981302,,0.1503990999190136,0.0001780000748112,0.4233418001094833,0.5739257999230176,1.0570906043639514,0.6403747610261477,1.5354011000599712,4.234375,0.611345799989067,15.94391632080078,,,,,,,,,,,0.0123400000156834,eigsh,0.137840099981986,182029.0,127428.0,0.7,251356.0,,,,,,,,,,,,,,
8,7,21060513,5000,3,16.0,59465,359058,0.01436232,0.960315707999996,0.13925199999999904,0,0.0,35.679,66.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.821,0.0086689512094099,0.016600745962671064,0.018239707999995858,,0.26835879099999715,0.00024162500000102227,0.6516466249999979,0.9202520830000083,0.999998489468084,0.4788830801254261,2.019814748999991,8.469102999999961,0.9422925000000077,27.203041076660156,511.5,511.5546875,0.0546875,,,,,,,,,,,,,,,0.00047416599998939546,168.0,18.0,44.0,0.0,0.006541917000006947,0.14191012500000966,0.0871488749999969,0.021784541999991802,0.010057625000001735,eigsh,0.0003882919999966816,1739515574.0,0.006541917000006947
8,8,21060514,5000,3,16.0,59943,361970,0.0144788,0.8736917999340221,0.1110646000597626,0,0.0,35.9658,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7802,0.026101477309029,0.040972564314775,0.0349038999993354,eigsh,0.1112591000273823,0.0001471999567002,0.4367816000012681,0.5481941000325605,1.0000000000000009,0.494931238719568,1.5329442999791354,4.59375,0.5889597000787035,12.468005180358888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,21060514,5000,3,16.0,59943,361970,0.0144788,0.8736917999340221,0.1110646000597626,0,0.0,35.9658,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8236,0.0095266997437105,0.0183457005465278,0.0299526000162586,,0.2168799000792205,0.0004109001019969,0.4608293001074344,0.6781289000064135,0.9999977551440588,0.477335885592235,1.6628765002824366,4.71875,0.7140912000322714,30.230109214782715,,,,0.0066915999632328,0.1443341999547556,0.0380660999799147,0.0184536000015214,0.008131599985063,eigsh,0.0003314000787213,,,,,,,,,,,,,,,,,,,,,
8,8,21060514,5000,3,16.0,59943,361970,0.0144788,0.8736917999340221,0.1110646000597626,0,0.0,35.9658,66.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.8336,0.0048668289312205,0.0114908484886694,0.0301236000377684,,0.1695951999863609,0.0001489999704062,0.4166664000367746,0.5864167999243364,1.057331378454712,0.6398537098839446,1.5711669999873266,5.0,0.6238908999366686,16.06180191040039,,,,,,,,,,,0.010777199990116,eigsh,0.1586598999565467,183485.0,128312.0,0.7,253102.0,,,,,,,,,,,,,,
8,8,21060514,5000,3,16.0,59943,361970,0.0144788,0.936268124999998,0.13193441700001074,0,0.0,35.9658,66.0,59936.0384,11.98720768,35.96162304,0.015559414403889181,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.8314,0.005423604278461886,0.011442436201965438,0.01853741699999034,,0.2637025420000043,0.0003658339999930149,0.6803907080000045,0.9444653329999966,0.9999979243382133,0.4775513233761683,2.0126616260000105,8.375245000000007,0.9666462499999966,27.264251708984375,511.5546875,493.46875,-18.0859375,,,,,,,,,,,,,,,0.00037041599999554364,168.0,16.0,42.0,0.0,0.005591750000007778,0.13669912500000692,0.08719866700000978,0.021313415999998142,0.011996209000002978,eigsh,0.00045495799999173414,646336567.0,0.005591750000007778
8,9,21060515,5000,3,16.0,59806,361078,0.01444312,0.8609302999684587,0.1112198000773787,0,0.0,35.8836,58.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.7978,0.0140927579232426,0.0250735120049178,0.0314518000232055,eigsh,0.0991729999659583,0.000145100057125,0.4830259000882506,0.5823505000444129,0.9999999999999996,0.4956087077309172,1.5544941001571717,5.109375,0.6195154000306502,12.43738079071045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,21060515,5000,3,16.0,59806,361078,0.01444312,0.8609302999684587,0.1112198000773787,0,0.0,35.8836,58.0,59936.0384,11.98720768,35.96162304,0.0155594144038891,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.8424,0.0060484522164456,0.0131608936839121,0.0299995000241324,,0.2189670000225305,0.0003426999319344,0.4302989999996498,0.6496166000142694,0.9999983076792586,0.4783849063999006,1.6217587999999523,5.0,0.6862554999534041,30.21985149383545,,,,0.0066897999495267,0.147558799944818,0.0361182999331504,0.0196376000531017,0.0076243000803515,eigsh,0.0005279000615701,,,,,,,,,,,,,,,,,,,,,
