dataset,rep,method_i,method_j,ari
statisticians_coauthor,15,Non-random,Random Sampling (p=0.7),0.878551742358907
statisticians_coauthor,15,Non-random,Random Sampling (p=0.8),0.91289357847465
statisticians_coauthor,15,Non-random,CountSketch,1
statisticians_coauthor,15,Non-random,SIGN Bidirectional,0.818152776209422
statisticians_coauthor,15,Random Projection,Random Sampling (p=0.7),0.878551742358907
statisticians_coauthor,15,Random Projection,Random Sampling (p=0.8),0.91289357847465
statisticians_coauthor,15,Random Projection,CountSketch,1
statisticians_coauthor,15,Random Projection,SIGN Bidirectional,0.818152776209422
statisticians_coauthor,15,Random Sampling (p=0.7),Random Sampling (p=0.8),0.85308890797504
statisticians_coauthor,15,Random Sampling (p=0.7),CountSketch,0.878551742358907
statisticians_coauthor,15,Random Sampling (p=0.7),SIGN Bidirectional,0.742307087450132
statisticians_coauthor,15,Random Sampling (p=0.8),CountSketch,0.91289357847465
statisticians_coauthor,15,Random Sampling (p=0.8),SIGN Bidirectional,0.852972311870258
statisticians_coauthor,15,CountSketch,SIGN Bidirectional,0.818152776209422
statisticians_coauthor,16,Non-random,Random Projection,1
statisticians_coauthor,16,Non-random,Random Sampling (p=0.7),0.85248167722077
statisticians_coauthor,16,Non-random,Random Sampling (p=0.8),0.8740521032398
statisticians_coauthor,16,Non-random,CountSketch,1
statisticians_coauthor,16,Non-random,SIGN Bidirectional,0.27652372834793
statisticians_coauthor,16,Random Projection,Random Sampling (p=0.7),0.85248167722077
statisticians_coauthor,16,Random Projection,Random Sampling (p=0.8),0.8740521032398
statisticians_coauthor,16,Random Projection,CountSketch,1
statisticians_coauthor,16,Random Projection,SIGN Bidirectional,0.27652372834793
statisticians_coauthor,16,Random Sampling (p=0.7),Random Sampling (p=0.8),0.788239906473014
statisticians_coauthor,16,Random Sampling (p=0.7),CountSketch,0.85248167722077
statisticians_coauthor,16,Random Sampling (p=0.7),SIGN Bidirectional,0.312133364494444
statisticians_coauthor,16,Random Sampling (p=0.8),CountSketch,0.8740521032398
statisticians_coauthor,16,Random Sampling (p=0.8),SIGN Bidirectional,0.220808592786508
statisticians_coauthor,16,CountSketch,SIGN Bidirectional,0.27652372834793
statisticians_coauthor,17,Non-random,Random Projection,1
statisticians_coauthor,17,Non-random,Random Sampling (p=0.7),0.893787678384185
statisticians_coauthor,17,Non-random,Random Sampling (p=0.8),1
statisticians_coauthor,17,Non-random,CountSketch,1
statisticians_coauthor,17,Non-random,SIGN Bidirectional,0.273421397746839
statisticians_coauthor,17,Random Projection,Random Sampling (p=0.7),0.893787678384185
statisticians_coauthor,17,Random Projection,Random Sampling (p=0.8),1
statisticians_coauthor,17,Random Projection,CountSketch,1
statisticians_coauthor,17,Random Projection,SIGN Bidirectional,0.273421397746839
statisticians_coauthor,17,Random Sampling (p=0.7),Random Sampling (p=0.8),0.893787678384185
statisticians_coauthor,17,Random Sampling (p=0.7),CountSketch,0.893787678384185
statisticians_coauthor,17,Random Sampling (p=0.7),SIGN Bidirectional,0.226821014923572
statisticians_coauthor,17,Random Sampling (p=0.8),CountSketch,1
statisticians_coauthor,17,Random Sampling (p=0.8),SIGN Bidirectional,0.273421397746839
statisticians_coauthor,17,CountSketch,SIGN Bidirectional,0.273421397746839
statisticians_coauthor,18,Non-random,Random Projection,1
statisticians_coauthor,18,Non-random,Random Sampling (p=0.7),0.856366132826044
statisticians_coauthor,18,Non-random,Random Sampling (p=0.8),0.885024992021724
statisticians_coauthor,18,Non-random,CountSketch,1
statisticians_coauthor,18,Non-random,SIGN Bidirectional,0.335466610066619
statisticians_coauthor,18,Random Projection,Random Sampling (p=0.7),0.856366132826044
statisticians_coauthor,18,Random Projection,Random Sampling (p=0.8),0.885024992021724
statisticians_coauthor,18,Random Projection,CountSketch,1
