rho_n,method,rep,seed,n,K,m,rho_n_multiplier,rho_n_base_equivalent,density_regime,num_hyperedges_total,theta_nnz,theta_density,misclassification_rate,ARI,NMI,generation_wall_sec,hypergraph_laplacian_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
8.0,CountSketch random projection,8,820260514,5000,3,3,4.0,2.0,rho_n_x4,50055,302772,0.01211088,0.0004,0.9987996400963602,0.9969347574663021,2.1724534580000636,0.18946966699991208,0.31248587499999303,0.017844416000116325,0,0.0,30.033,57.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.0006365419999383448,163,18,46,0,0.003538624999919193,0.1314687500000673,0.0882362079998984,0.01948670799993124,0.007554625000011583,0.0002023749998443236,0.25119537499995204,0.00035745800005315687,0.060927624999976615,0.9999964066749104,0.6657081201571377,2.6744035829999575,1.152e-05,1.28e-06,sparse,7.093878000000132,3.1111834580001414,37.10422897338867,622.9609375,622.9609375,0.0
8.0,CountSketch random projection,9,820260515,5000,3,3,4.0,2.0,rho_n_x4,50642,306142,0.01224568,0.0006,0.9982001801081548,0.9954023553336802,2.2035759999998845,0.18663295900000776,0.31463850000000093,0.017195499999843378,0,0.0,30.3852,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.0006655000001956068,163,18,40,0,0.0036817499999415304,0.13173441599997204,0.08865545799994834,0.019621292000010726,0.008184750000054919,0.00039287499998863495,0.25300691699999334,0.000274749999789492,0.06135220800001662,0.9999975788446462,0.6703004737970589,2.7048428339996917,1.152e-05,1.28e-06,sparse,7.188675999999759,3.1419676250000066,37.30504608154297,622.9609375,622.9609375,0.0
8.0,CountSketch random projection,10,820260516,5000,3,3,4.0,2.0,rho_n_x4,50294,304192,0.01216768,0.001,0.9970010824740289,0.9928420170537978,2.1764415420000205,0.18817195800011177,0.3287276670000665,0.019942084000149407,0,0.0,30.1764,50.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.00069154199991317,163,16,43,0,0.0036176249998334242,0.13467637500002638,0.09518895800010796,0.021639042000060726,0.010676167000156056,0.00039320799987763166,0.26694195799996123,0.00025545799985593476,0.06152508300010595,0.9999976267808778,0.6653348746619157,2.6933359990000554,1.152e-05,1.28e-06,sparse,6.823645999999826,3.1447698750000654,37.190181732177734,622.9609375,622.9609375,0.0
16.0,CountSketch random projection,1,1620260507,5000,3,3,4.0,4.0,rho_n_x4,100227,596178,0.02384712,0.0,1.0,1.0,4.3695189580000715,0.38622687500014763,0.4540773749999971,0.017509124999833148,0,0.0,60.1362,88.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006693330001326103,163,15,44,0,0.008209290999957375,0.25498604200015507,0.09225295800001732,0.0361545829998704,0.009636832999831313,0.00021387499987213232,0.40218879200006086,0.0002678750001905428,0.05161562499984029,0.9999993076719935,0.6585598751213363,5.209818125000311,2.304e-05,2.56e-06,sparse,9.761716999999862,6.121848125000042,57.977248191833496,622.9609375,622.9609375,0.0
16.0,CountSketch random projection,2,1620260508,5000,3,3,4.0,4.0,rho_n_x4,100692,598786,0.02395144,0.0,1.0,1.0,4.406647458999942,0.38364229199987676,0.467005165999808,0.017349000000194792,0,0.0,60.4152,87.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0008470410000427364,163,14,48,0,0.008639334000008603,0.26582250000001295,0.09362704199998007,0.03617570799997338,0.009786583000050086,0.00023204099989015958,0.41523416700010785,0.0003965420000895392,0.051367916000117475,0.9999992937465764,0.6566683620256756,5.257288376000133,2.304e-05,2.56e-06,sparse,9.702988000000005,6.157486708000079,58.233588218688965,622.9609375,622.9609375,0.0
16.0,CountSketch random projection,3,1620260509,5000,3,3,4.0,4.0,rho_n_x4,100715,598712,0.02394848,0.0,1.0,1.0,4.381926208000095,0.38423958400017,0.47356154099998093,0.017559375000018917,0,0.0,60.429,95.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0007020830000783462,163,16,47,0,0.008485374999963824,0.2685300840000764,0.0941709159999391,0.03664270800004488,0.011050583000042025,0.00027270800001133466,0.41993504200013376,0.00035537500002646993,0.053265166000073805,0.9999993257854808,0.6563654135907373,5.239721375000499,2.304e-05,2.56e-06,sparse,10.18315900000016,6.135514042000068,58.23249340057373,622.9609375,622.98046875,0.01953125
16.0,CountSketch random projection,4,1620260510,5000,3,3,4.0,4.0,rho_n_x4,100583,598372,0.02393488,0.0,1.0,1.0,4.391473917000212,0.39749112499998773,0.46651487500002986,0.018228708000151528,0,0.0,60.3498,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006838750000497384,163,17,51,0,0.008842125000001033,0.25693487500006995,0.09366608400000587,0.03750575000003664,0.011665959000083603,0.0003380829998604895,0.4097284580000178,0.00040179200004786253,0.05637737500001094,0.9999994468941669,0.6590377785369808,5.2554726670002765,2.304e-05,2.56e-06,sparse,9.957495999999992,6.154358708000018,58.18532085418701,622.98046875,622.99609375,0.015625
16.0,CountSketch random projection,5,1620260511,5000,3,3,4.0,4.0,rho_n_x4,100638,598568,0.02394272,0.0,1.0,1.0,4.370750874999885,0.39335545899984936,0.4585198750000927,0.017320208000001003,0,0.0,60.3828,87.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.000687582999944425,163,19,47,0,0.008541709000155606,0.2583819169999515,0.09361983300004795,0.03568545799998901,0.010153791999982786,0.00032637499998600106,0.40746775000002344,0.0002668330000688002,0.05078062500001579,0.9999993065021962,0.6582195489796406,5.2226215419998425,2.304e-05,2.56e-06,sparse,10.111638999999741,6.161064624999881,58.20836925506592,622.99609375,622.99609375,0.0
16.0,CountSketch random projection,6,1620260512,5000,3,3,4.0,4.0,rho_n_x4,100197,595562,0.02382248,0.0,1.0,1.0,4.439860707999969,0.4185445410000739,0.44425295900009587,0.017157834000045113,0,0.0,60.1182,92.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006656250000105501,163,13,52,0,0.008230833999959941,0.2522659169999315,0.08766804199990474,0.03476154100007989,0.007802082999887716,0.00023237499999595457,0.3916964590000589,0.00024058300004980993,0.05231145899983858,0.9999992155264513,0.6569454074201263,5.30265374999999,2.304e-05,2.56e-06,sparse,10.222245999999814,6.182443750000175,57.934821128845215,622.99609375,623.11328125,0.1171875
16.0,CountSketch random projection,7,1620260513,5000,3,3,4.0,4.0,rho_n_x4,100369,597268,0.02389072,0.0,1.0,1.0,4.403379791999896,0.3832732920000126,0.44870975000003455,0.01743116700004066,0,0.0,60.2214,91.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006413749999865104,163,15,45,0,0.008602957999983118,0.25123566699994626,0.08806366599992543,0.0364188749999812,0.010854208999944603,0.0003695420000440208,0.3962720829999853,0.0003723330000866554,0.052059292000194546,0.9999993022835006,0.6576502852279503,5.235356792000175,2.304e-05,2.56e-06,sparse,10.160477999999785,6.10588437499996,58.07248592376709,623.11328125,623.11328125,0.0
16.0,CountSketch random projection,8,1620260514,5000,3,3,4.0,4.0,rho_n_x4,100909,599962,0.02399848,0.0,1.0,1.0,4.364889250000033,0.376344207999864,0.45056683300003897,0.01724999999987631,0,0.0,60.5454,101.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.000659042000052068,163,18,49,0,0.008384167000031084,0.2547114589999637,0.08791366699983882,0.03549341600000844,0.008434250000163956,0.00021937499991508957,0.39589124999997694,0.00036466699998527474,0.054304792000039015,0.9999994366712779,0.658334636614722,5.191794166999898,2.304e-05,2.56e-06,sparse,10.242792000000009,6.087248333000161,58.35393047332764,623.11328125,625.39453125,2.28125
16.0,CountSketch random projection,9,1620260515,5000,3,3,4.0,4.0,rho_n_x4,100111,595336,0.02381344,0.0,1.0,1.0,4.39872445900005,0.37779537500000515,0.467333791999863,0.019416957999965234,0,0.0,60.0666,94.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006627080001635477,163,17,47,0,0.0083590419999382,0.2557173329998932,0.09752995799999553,0.03728066600001512,0.010615250000000742,0.0003409580001516588,0.41056008300006397,0.0002339580000807473,0.05653499999993983,0.9999993048940545,0.6577067863332927,5.24384887500014,2.304e-05,2.56e-06,sparse,9.980944000000363,6.235184666999885,57.90365505218506,625.39453125,625.39453125,0.0
16.0,CountSketch random projection,10,1620260516,5000,3,3,4.0,4.0,rho_n_x4,100756,599472,0.02397888,0.0,1.0,1.0,4.45278558300015,0.37900004200014337,0.44844933299987133,0.01713504200006355,0,0.0,60.4536,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.0006829170001765306,163,18,46,0,0.008284959000093295,0.2529893749999701,0.09194195899999613,0.03455587500002366,0.008387459000005038,0.00034308299996155256,0.397240125000053,0.0002365000000281725,0.050962749999825974,0.9999993142157539,0.6595321214117048,5.2802250000002005,2.304e-05,2.56e-06,sparse,10.156242999999904,6.170058749999953,58.28843975067139,625.39453125,625.39453125,0.0
32.0,CountSketch random projection,1,3220260507,5000,3,3,4.0,8.0,rho_n_x4,201326,1171866,0.04687464,0.0,1.0,1.0,8.939909124999986,0.8408582500001103,0.7425835839999309,0.021194917000002533,0,0.0,120.7956,160.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0006958330000088608,163,12,46,0,0.017545833999975002,0.49421316600000864,0.09714199999984885,0.06792425000003277,0.010579874999848471,0.00035900000011679367,0.6885496669999611,0.00024749999988671334,0.0537822920000508,0.9999997573963975,0.6513942407393101,10.523346833999994,4.608e-05,5.12e-06,sparse,16.42466599999989,12.377978417000122,114.50687313079834,625.39453125,626.39453125,1.0
32.0,CountSketch random projection,2,3220260508,5000,3,3,4.0,8.0,rho_n_x4,201506,1172922,0.04691688,0.0,1.0,1.0,9.130812375000005,0.8516584169999533,0.8268735839999408,0.021508250000124463,0,0.0,120.9036,161.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0009179999999560096,163,17,52,0,0.023720042000149988,0.5752988340000229,0.08945287500000632,0.07089587500013295,0.008828708999999435,0.00046812499999759893,0.7697066670000368,0.000405290999879071,0.056753709000076924,0.9999997304451141,0.6508806396583416,10.809336458999951,4.608e-05,5.12e-06,sparse,16.856783000000178,12.749471374999985,114.60422420501709,626.39453125,629.8671875,3.47265625
32.0,CountSketch random projection,3,3220260509,5000,3,3,4.0,8.0,rho_n_x4,201208,1171522,0.04686088,0.0,1.0,1.0,9.17499979199988,0.8638519579999411,0.7455225409999002,0.017591750000065076,0,0.0,120.7248,169.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0007932920000257582,163,18,47,0,0.01766170900009456,0.511011875000122,0.0873540420000154,0.06445541599987337,0.007743957999991835,0.00032887499992284575,0.6894605840000168,0.0002422079999178095,0.055812958000160506,0.9999997547051299,0.6517462494631998,10.784367499999917,4.608e-05,5.12e-06,sparse,16.909372000000076,12.733621374999984,114.46699810028076,628.8671875,629.09375,0.2265625
32.0,CountSketch random projection,4,3220260510,5000,3,3,4.0,8.0,rho_n_x4,201155,1171362,0.04685448,0.0,1.0,1.0,9.015845499999841,0.7905858340000123,0.7483183340000323,0.021908374999838998,0,0.0,120.693,164.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0007625410000855481,163,18,47,0,0.017823125000177242,0.49334720899992135,0.10210362499992698,0.06717291700010719,0.009616000000050917,0.0003291250000074797,0.6912137920000987,0.00023499999997511622,0.05686474999993152,0.9999997391062612,0.6520881494611248,10.554744875999859,4.608e-05,5.12e-06,sparse,16.32668700000022,12.427547042000015,114.43967342376709,628.09375,630.97265625,2.87890625
32.0,CountSketch random projection,5,3220260511,5000,3,3,4.0,8.0,rho_n_x4,201857,1174904,0.04699616,0.0,1.0,1.0,8.995452249999971,0.8045020419999673,0.7184259170001042,0.017205500000045504,0,0.0,121.1142,163.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0007135419998576253,163,18,47,0,0.017311374999962936,0.4860897920000298,0.08624316600003112,0.06425308300003962,0.008544250000113607,0.0003379160000349657,0.6635520840000027,0.0002469169999130827,0.05462262500009274,0.9999997424374565,0.6524999166142811,10.518375917999947,4.608e-05,5.12e-06,sparse,16.764478999999938,12.34548341599998,114.80256175994873,630.97265625,632.5703125,1.59765625
32.0,CountSketch random projection,6,3220260512,5000,3,3,4.0,8.0,rho_n_x4,201195,1171428,0.04685712,0.0,1.0,1.0,8.90257404099998,0.8374631249998856,0.7424433749999935,0.017356625000047643,0,0.0,120.717,165.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.000859582999964914,163,18,43,0,0.017611875000056898,0.49504975000013474,0.0998043750000761,0.06616299999996045,0.010759292000102505,0.0003896250000252621,0.6907107500001075,0.0002651249999416905,0.05146274999992784,0.9999997872713688,0.6526342553541923,10.482475790999843,4.608e-05,5.12e-06,sparse,16.454399000000194,12.306061541999952,114.45724773406982,632.5703125,632.38671875,-0.18359375
32.0,CountSketch random projection,7,3220260513,5000,3,3,4.0,8.0,rho_n_x4,200574,1167712,0.04670848,0.0,1.0,1.0,8.889826207999931,0.8086089579999225,0.743457583999998,0.017600457999833452,0,0.0,120.3444,157.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.000777708999976312,163,16,53,0,0.017468124999822976,0.5028674170000613,0.0951827090000279,0.06796179100001609,0.007878541000081896,0.00021274999994602695,0.6924337919999743,0.00034595900001477276,0.05067162499994993,0.9999997432923148,0.6513094088704832,10.441886541999793,4.608e-05,5.12e-06,sparse,16.723781000000145,12.380122708000044,114.09947109222412,631.38671875,632.88671875,1.5
32.0,CountSketch random projection,8,3220260514,5000,3,3,4.0,8.0,rho_n_x4,201711,1174396,0.04697584,0.0,1.0,1.0,9.215418874999841,0.815580374999854,0.7431802080000125,0.019071082999971622,0,0.0,121.0266,161.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0007556669997939025,163,18,41,0,0.01800966700011486,0.49934574999997494,0.09225179200007005,0.06710037499988175,0.010480499999857784,0.0003967919999467995,0.6884269590000258,0.00036604100000658946,0.05438158300012219,0.9999997331026784,0.6513922012054374,10.77417383299985,4.608e-05,5.12e-06,sparse,16.598501999999826,12.623261707999973,114.74487972259521,632.88671875,635.34765625,2.4609375
32.0,CountSketch random projection,9,3220260515,5000,3,3,4.0,8.0,rho_n_x4,201939,1175180,0.0470072,0.0,1.0,1.0,9.229258332999962,0.8875612920001004,0.7485268329999144,0.017157916000087425,0,0.0,121.1634,168.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.0007179579999956331,163,17,44,0,0.018325250000089,0.5120090840000557,0.08913791700001639,0.06318549999991774,0.00928612500001691,0.00030558299999938754,0.6930582080001386,0.00039520799987258215,0.05506783400005588,0.9999997692918218,0.6503147934985805,10.865340875000129,4.608e-05,5.12e-06,sparse,16.971281999999974,12.814583459000005,114.84073543548584,635.34765625,568.44921875,-66.8984375
32.0,CountSketch random projection,10,3220260516,5000,3,3,4.0,8.0,rho_n_x4,200720,1168424,0.04673696,0.0,1.0,1.0,8.942861166000057,0.7973087089999353,0.748068332999992,0.01715983300005064,0,0.0,120.432,169.0,201246.91435520002,40.249382871040005,120.74814861312001,0.11097779555911182,0.000801792000174828,163,17,49,0,0.017495084000074712,0.4811252910001258,0.12256333400000585,0.06483016700008193,0.00875479199999063,0.0002299170000696904,0.6958797919999142,0.0004664170000978629,0.051715958999920986,0.9999997910286297,0.6509471803979556,10.488232042999925,4.608e-05,5.12e-06,sparse,16.58428300000014,12.431642708000027,114.17237758636475,568.6015625,548.8828125,-19.71875
64.0,CountSketch random projection,1,6420260507,5000,3,3,4.0,16.0,rho_n_x4,401742,2257900,0.090316,0.0,1.0,1.0,18.164986334000105,1.9018404170001304,1.2094697919999362,0.018182458000183033,0,0.0,241.0452,317.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0009711249999782012,163,19,44,0,0.025288208999882045,0.9186448749999272,0.08559670799991181,0.11821124999983113,0.009615375000066706,0.00021866699989914196,1.158615042000065,0.00024925000002440356,0.050600957999904494,0.9999998871574722,0.6483044410223529,21.27629200100023,9.216e-05,1.024e-05,sparse,30.171445999999833,25.25831379200008,223.4175786972046,548.8828125,602.3203125,53.4375
64.0,CountSketch random projection,2,6420260508,5000,3,3,4.0,16.0,rho_n_x4,402328,2260962,0.09043848,0.0,1.0,1.0,17.972748375000037,1.8286236249998638,1.2115407500000401,0.017273208999995404,0,0.0,241.3968,292.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0008939589999954478,163,16,46,0,0.025386208999861992,0.9184649999999692,0.08320141700005479,0.11860266600001523,0.008897707999949489,0.0003507920000629383,1.155891333999989,0.0004722500000298169,0.05516966699997283,0.9999998675146666,0.6490854390971554,21.012905250999893,9.216e-05,1.024e-05,sparse,29.857105000000047,24.967834249999896,223.73168087005615,604.08984375,634.01953125,29.9296875
64.0,CountSketch random projection,3,6420260509,5000,3,3,4.0,16.0,rho_n_x4,402243,2259708,0.09038832,0.0,1.0,1.0,18.125365916999954,1.7970299999999497,1.2133700829999725,0.01988162500015278,0,0.0,241.3458,301.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0009096250000766304,163,17,43,0,0.025788166999973328,0.918740582999817,0.08736766700008047,0.1199755830000413,0.007627166000020225,0.00019470799998089205,1.1606633330000022,0.00022929200008547923,0.05247212499989473,0.9999998723651181,0.6486978517065062,21.135760666999886,9.216e-05,1.024e-05,sparse,29.897863000000143,25.0993211670002,223.63562679290771,634.01953125,640.2890625,6.26953125
64.0,CountSketch random projection,4,6420260510,5000,3,3,4.0,16.0,rho_n_x4,402209,2259808,0.09039232,0.0,1.0,1.0,18.060542833,1.843557249999776,1.2188924170000064,0.017277625000133412,0,0.0,241.3254,303.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0007642919999852893,163,17,46,0,0.025771000000077038,0.9292594999999437,0.0848916250001821,0.1176934169998276,0.00925229099993885,0.00040737500012255623,1.1681049589999475,0.0002621660000841075,0.05052083399982621,0.9999998657992373,0.6489526383452012,21.122988041999633,9.216e-05,1.024e-05,sparse,29.9939260000001,25.048231708000003,223.64091396331787,640.2890625,642.99609375,2.70703125
64.0,CountSketch random projection,5,6420260511,5000,3,3,4.0,16.0,rho_n_x4,403065,2264318,0.09057272,0.0,1.0,1.0,18.45709320800006,1.7907259999999496,1.2198107500000788,0.017230459000074916,0,0.0,241.839,300.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0007706660001076671,163,17,48,0,0.025601167000104397,0.9247394169999552,0.08705687500014392,0.11781374999986838,0.009139000000004671,0.00024737500007177005,1.1654557499998646,0.0002543749999404099,0.05409558300016215,0.9999998678366637,0.6497262896116724,21.467624915999977,9.216e-05,1.024e-05,sparse,29.98286199999984,25.382947292000154,224.089430809021,641.99609375,639.9375,-2.05859375
64.0,CountSketch random projection,6,6420260512,5000,3,3,4.0,16.0,rho_n_x4,402893,2262654,0.09050616,0.0,1.0,1.0,18.181438500000013,1.704715207999925,1.2670363749998614,0.019647542000029716,0,0.0,241.7358,302.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0008991670001705643,163,18,49,0,0.025451167000028363,0.959887541000171,0.09405579199983549,0.12207133299989437,0.008948666999913257,0.0003970000000208529,1.2118041249998441,0.0002737499999057036,0.054951500000015585,0.9999998936520647,0.6486527099567152,21.153183082999703,9.216e-05,1.024e-05,sparse,29.51352199999974,25.08795170899998,223.96557140350342,639.9375,632.51171875,-7.42578125
64.0,CountSketch random projection,7,6420260513,5000,3,3,4.0,16.0,rho_n_x4,402282,2259852,0.09039408,0.0,1.0,1.0,18.226248041999952,1.7705368340000405,1.2290645000000495,0.01853112499998133,0,0.0,241.3692,295.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0007994170000529266,163,19,49,0,0.025728874999913387,0.923209666000048,0.08949879200008581,0.12238524999997935,0.010655000000042492,0.00034083299988196814,1.17271979200018,0.0003703750001022854,0.05596866600012618,0.9999998628666343,0.6501720393680985,21.2258437090004,9.216e-05,1.024e-05,sparse,29.56972199999973,25.173444166999843,223.65881633758545,631.5859375,637.9375,6.3515625
64.0,CountSketch random projection,8,6420260514,5000,3,3,4.0,16.0,rho_n_x4,403084,2264708,0.09058832,0.0,1.0,1.0,18.14492629199981,1.7593651669999417,1.2408810000001722,0.0177859590000935,0,0.0,241.8504,301.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0009129590000611643,163,17,46,0,0.02579712500005371,0.9431720000000041,0.08993233400019562,0.11804970799994408,0.008788584000058108,0.00033466600007159286,1.1870864999998503,0.000322750000123051,0.05346499999996013,0.9999998317607289,0.6496840486065651,21.145165708999684,9.216e-05,1.024e-05,sparse,29.94066100000009,25.139365666999993,224.11278438568115,637.9375,649.83984375,11.90234375
64.0,CountSketch random projection,9,6420260515,5000,3,3,4.0,16.0,rho_n_x4,401647,2255954,0.09023816,0.0,1.0,1.0,17.922726790999832,1.699615042000005,1.2330613330000233,0.01788095799997791,0,0.0,240.9882,299.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0008881250000740692,163,15,44,0,0.025813583999934053,0.9336499579999327,0.0868330830001014,0.12080900000000838,0.010535040999911871,0.0003796250000505097,1.1790012920000663,0.0003282919999492151,0.053725457999917126,0.9999998787568776,0.6491509655117882,20.85539687499977,9.216e-05,1.024e-05,sparse,29.5265830000003,24.756390708000026,223.29336071014404,649.859375,666.4140625,16.5546875
64.0,CountSketch random projection,10,6420260516,5000,3,3,4.0,16.0,rho_n_x4,402400,2261350,0.090454,0.0,1.0,1.0,18.54275679200009,1.7546950839996498,1.2142101249996813,0.017526374999761174,0,0.0,241.44,297.0,402493.82871040003,80.49876574208001,241.49629722624002,0.11097779555911182,0.0008389160002479912,163,18,43,0,0.025664666000011493,0.9237550000002557,0.08493166700009169,0.12009745899968038,0.009134334000009403,0.00021050000032118987,1.1646994170000653,0.00024191700003939332,0.04926383300016823,0.9999998760310035,0.6488047622205684,21.511657043000014,9.216e-05,1.024e-05,sparse,30.108184000000165,25.48644166700001,223.77346324920654,665.4140625,666.2578125,0.84375
